Codering_3,SoortRegio_2,Gemeentenaam_1,AantalInwoners_5,Mannen_6,Vrouwen_7,k_0Tot15Jaar_8,k_15Tot25Jaar_9,k_25Tot45Jaar_10,k_45Tot65Jaar_11,k_65JaarOfOuder_12,Nederland_17,EuropaExclusiefNederland_18,BuitenEuropa_19,HuishoudensTotaal_29,Eenpersoonshuishoudens_30,HuishoudensZonderKinderen_31,HuishoudensMetKinderen_32,GemiddeldeHuishoudensgrootte_33,Bevolkingsdichtheid_34,LeerlingenPo_62,LeerlingenVoInclVavo_63,StudentenMboExclExtranei_64,StudentenHbo_65,StudentenWo_66,BasisonderwijsVmboMbo1_67,HavoVwoMbo24_68,HboWo_69,WerkzameBeroepsbevolking_70,GemGestandaardiseerdInkomen_83,k_40HuishoudensMetLaagsteInkomen_84,k_20HuishoudensMetHoogsteInkomen_85,ALandbouwBosbouwEnVisserij_96,BFNijverheidEnEnergie_97,GIHandelEnHoreca_98,HJVervoerInformatieEnCommunicatie_99,KLFinancieleDienstenOnroerendGoed_100,MNZakelijkeDienstverlening_101,OQOverheidOnderwijsEnZorg_102,RUCultuurRecreatieOverigeDiensten_103,PersonenautoSPerHuishouden_107,MateVanStedelijkheid_120
BU01190302,Buurt     ,Meppel                                  ,510,235,275,45,50,70,120,220,460,25,20,240,110,80,50,1.9,823,20,20,20,10,0,90,120,,210,,46.1,21.6,0,5,10,0,10,25,20,5,1.1,3
BU01190303,Buurt     ,Meppel                                  ,2370,1160,1210,395,285,545,620,520,2065,105,205,990,245,360,385,2.4,5428,190,180,90,60,10,430,830,490,1290,,25.0,16.1,0,30,20,15,5,40,40,20,1.2,3
WK011904  ,Wijk      ,Meppel                                  ,3960,2015,1950,1120,560,990,1080,205,3575,165,225,1225,120,255,855,3.2,5363,580,440,140,140,30,500,960,1340,2410,,6.8,52.9,0,25,30,30,20,120,75,30,1.4,4
BU01190400,Buurt     ,Meppel                                  ,2045,1035,1015,505,335,440,640,125,1825,95,130,640,50,150,440,3.2,4837,240,230,90,90,20,300,530,690,1290,,6.2,53.4,0,15,15,20,10,70,40,15,1.4,4
BU01190401,Buurt     ,Meppel                                  ,1915,980,940,615,225,550,440,80,1750,75,95,585,65,105,415,3.3,6070,340,210,60,60,10,210,430,660,1120,,7.4,52.5,0,10,15,15,10,50,35,15,1.4,4
WK011905  ,Wijk      ,Meppel                                  ,710,345,365,95,80,200,195,140,610,30,65,390,195,90,100,1.8,1423,50,30,20,20,0,200,240,,370,,52.2,6.5,0,5,5,5,5,5,15,10,0.9,2
BU01190500,Buurt     ,Meppel                                  ,665,330,340,90,75,175,190,140,575,30,60,365,180,90,95,1.8,4927,50,30,20,20,0,190,220,,340,,52.5,6.9,0,5,5,5,0,5,10,5,0.9,2
BU01190501,Buurt     ,Meppel                                  ,45,15,30,5,5,25,5,0,35,5,5,25,10,5,10,1.8,124,0,0,0,0,0,,,,30,,,,,,,,,,,,,3
WK011906  ,Wijk      ,Meppel                                  ,7360,3635,3725,1030,875,1595,2200,1665,6300,555,505,3225,995,1110,1115,2.2,3465,530,410,210,170,40,1600,2260,1840,4050,42.7,27.8,22.2,0,45,65,40,20,190,160,65,1.2,4
BU01190600,Buurt     ,Meppel                                  ,2045,1005,1040,255,210,420,600,565,1885,75,95,935,275,370,290,2.2,3661,130,90,60,50,10,240,760,540,1120,,25.5,20.9,0,15,25,15,10,50,40,15,1.2,4
BU01190601,Buurt     ,Meppel                                  ,1595,805,790,270,205,330,540,240,1415,50,130,580,105,200,270,2.6,3599,140,90,40,40,10,450,390,410,890,,14.6,35.8,0,10,10,5,5,55,40,15,1.4,4
BU01190602,Buurt     ,Meppel                                  ,975,485,490,150,130,160,345,190,885,25,70,380,65,150,170,2.6,2630,70,70,40,30,10,160,320,290,570,,12.3,32.8,0,5,10,5,0,30,25,10,1.4,4
BU01190603,Buurt     ,Meppel                                  ,2740,1350,1395,355,325,685,710,665,2120,405,215,1330,555,395,390,2.0,3653,180,160,80,50,10,470,960,710,1470,,39.6,14.2,0,15,20,15,5,55,55,20,0.9,4
WK011907  ,Wijk      ,Meppel                                  ,1840,910,930,435,210,680,370,145,1605,75,160,735,180,200,355,2.5,868,230,110,60,50,10,380,600,580,1250,,24.5,21.2,5,20,15,5,5,40,20,15,1.2,5
BU01190700,Buurt     ,Meppel                                  ,1265,625,635,335,140,490,225,75,1110,50,105,490,105,135,245,2.6,4163,170,70,30,30,10,,320,,780,,21.8,24.4,0,10,15,5,5,35,15,10,1.2,5
BU01190701,Buurt     ,Meppel                                  ,580,285,290,95,70,185,155,70,500,25,55,250,70,70,110,2.3,318,70,40,30,20,0,150,290,220,470,,29.8,14.9,5,10,5,0,5,10,10,5,1.2,5
WK011908  ,Wijk      ,Meppel                                  ,235,80,155,5,175,20,20,5,60,125,45,205,190,10,10,1.1,595,0,0,0,170,0,,,,80,,87.5,6.7,0,25,35,15,10,50,20,5,1.4,2
BU01190800,Buurt     ,Meppel                                  ,235,75,160,5,175,25,20,10,60,125,50,210,195,10,5,1.1,595,0,0,0,170,0,,,,80,,87.5,6.7,0,25,35,15,10,50,20,5,1.4,2
WK011909  ,Wijk      ,Meppel                                  ,55,30,25,5,5,10,25,15,55,0,0,30,15,15,5,1.9,51,10,0,0,0,0,,,,20,,,,0,35,55,15,10,40,10,5,,4
BU01190900,Buurt     ,Meppel                                  ,10,10,10,5,0,0,5,0,10,0,0,5,0,0,0,2.0,22,0,0,0,0,0,,,,0,,,,0,25,35,10,5,30,5,5,,4
BU01190901,Buurt     ,Meppel                                  ,45,20,20,5,0,10,15,10,45,0,0,25,10,10,5,1.9,80,0,0,0,0,0,,,,20,,,,0,15,20,5,5,10,0,0,,5
WK011910  ,Wijk      ,Meppel                                  ,205,160,45,10,35,75,60,20,90,15,100,55,25,15,15,1.9,110,0,10,0,0,0,,,,60,,,,0,55,90,20,10,45,35,15,,4
BU01191000,Buurt     ,Meppel                                  ,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.0,,0,0,0,0,0,,,,0,,,,0,5,25,5,0,10,10,5,,2
BU01191001,Buurt     ,Meppel                                  ,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,2.5,,0,0,0,0,0,,,,0,,,,0,10,5,5,0,5,5,0,,4
BU01191002,Buurt     ,Meppel                                  ,45,35,15,5,5,10,15,5,30,10,0,30,20,5,5,1.5,123,0,0,0,0,0,,,,20,,,,0,20,35,5,5,10,15,5,,3
BU01191003,Buurt     ,Meppel                                  ,110,105,5,0,25,60,20,5,10,0,95,5,5,0,0,2.3,213,0,0,0,0,0,,,,10,,,,0,15,10,5,5,5,5,0,,5
BU01191004,Buurt     ,Meppel                                  ,35,20,20,5,5,5,20,0,35,0,0,15,0,10,5,2.6,115,0,10,0,0,0,,,,30,,,,0,5,15,0,0,10,0,0,,4
WK011911  ,Wijk      ,Meppel                                  ,140,75,65,30,20,30,35,25,125,5,5,45,10,15,20,2.8,16,20,10,0,0,0,,,,70,,,,5,0,5,5,0,5,5,5,,5
BU01191100,Buurt     ,Meppel                                  ,85,45,35,25,15,15,20,10,75,5,10,25,5,10,10,3.1,14,20,10,0,0,0,,,,40,,,,,,,,,,,,,5
BU01191101,Buurt     ,Meppel                                  ,40,20,20,10,5,10,10,10,35,0,5,20,5,10,5,2.2,25,0,0,0,0,0,,,,20,,,,,,,,,,,,,5
BU01191102,Buurt     ,Meppel                                  ,15,10,10,5,0,5,5,0,15,0,0,5,0,0,5,3.3,15,0,0,0,0,0,,,,10,,,,,,,,,,,,,5
WK011912  ,Wijk      ,Meppel                                  ,4035,2010,2025,630,535,810,1175,875,3750,140,145,1700,470,610,615,2.4,164,360,200,150,130,20,740,1460,820,2290,,29.4,24.6,75,70,70,15,15,90,65,50,1.4,5
BU01191200,Buurt     ,Meppel                                  ,150,75,75,20,25,20,60,25,145,5,0,55,5,25,20,2.8,349,10,10,10,10,0,,,,100,,,,10,5,0,0,0,5,5,0,1.6,5
BU01191201,Buurt     ,Meppel                                  ,1105,570,540,185,110,255,275,280,1030,30,45,505,160,190,150,2.2,3369,110,50,40,20,0,240,380,170,580,,36.0,15.2,0,10,15,0,0,25,15,10,1.3,5
BU01191202,Buurt     ,Meppel                                  ,885,410,470,100,110,165,245,270,815,35,35,430,155,160,110,2.1,3615,60,30,30,40,0,150,330,180,450,,36.1,16.1,0,10,10,5,0,15,15,5,1.2,5
BU01191203,Buurt     ,Meppel                                  ,990,490,500,175,165,205,320,130,925,35,30,355,55,120,180,2.8,2105,90,60,50,40,10,150,360,260,630,,14.7,36.8,0,10,10,5,5,20,15,15,1.5,5
BU01191204,Buurt     ,Meppel                                  ,75,40,35,10,20,15,20,15,75,0,5,30,5,10,15,2.8,730,10,0,0,10,0,,,,50,,,,0,10,10,0,5,5,0,0,,5
BU01191205,Buurt     ,Meppel                                  ,115,55,55,15,10,25,30,35,100,5,10,55,20,20,15,2.0,581,10,0,0,0,0,,,,60,,,,,,,,,,,,1.5,5
BU01191206,Buurt     ,Meppel                                  ,265,120,140,60,35,55,75,50,230,25,15,105,35,35,40,2.4,300,40,20,0,10,0,,,,130,,39.8,27.2,10,5,5,5,0,10,5,10,1.3,5
BU01191207,Buurt     ,Meppel                                  ,140,70,65,30,15,30,40,30,135,0,0,50,5,20,25,2.7,198,20,10,0,10,0,20,40,,80,,,,15,5,5,0,0,0,0,5,1.6,5
BU01191208,Buurt     ,Meppel                                  ,140,80,65,20,30,25,50,25,135,5,5,55,10,15,25,2.8,189,10,10,10,10,0,,,,100,,,,10,5,5,0,5,5,5,0,1.7,5
BU01191209,Buurt     ,Meppel                                  ,170,95,75,25,30,20,65,30,165,5,0,70,25,25,30,2.3,8,10,10,10,10,0,50,70,,110,,,,20,5,10,0,0,5,0,5,1.4,5
WK011913  ,Wijk      ,Meppel                                  ,300,160,135,40,40,55,100,65,285,5,15,115,30,45,45,2.4,32,20,20,20,10,0,60,100,80,180,,23.9,41.0,15,10,40,5,5,20,10,5,1.9,5
BU01191300,Buurt     ,Meppel                                  ,125,70,55,15,20,25,40,30,115,5,5,50,10,20,20,2.5,91,20,10,10,0,0,,40,30,80,,,,5,10,30,5,0,15,5,5,,5
BU01191301,Buurt     ,Meppel                                  ,110,65,50,10,15,25,45,15,105,5,0,35,5,10,15,2.7,24,0,10,0,0,0,,,,60,,,,10,0,5,0,0,5,5,0,,5
BU01191302,Buurt     ,Meppel                                  ,70,30,30,5,5,15,20,15,60,5,5,35,10,10,10,2.0,18,0,0,0,0,0,20,20,,40,,,,5,0,5,0,5,5,0,5,,5
GM0687    ,Gemeente  ,Middelburg (Z.)                         ,50004,24382,25622,7731,6164,11588,13004,11517,38374,4243,7387,24085,10355,6794,6936,2.0,1034,4200,2630,1330,1220,630,8760,16420,11380,25390,39.0,41.7,16.5,110,815,1045,320,315,1295,1305,715,1.0,2
WK068700  ,Wijk      ,Middelburg (Z.)                         ,6995,3365,3630,535,1110,1640,1855,1850,5090,960,940,4420,2815,1000,605,1.5,5681,240,220,120,150,340,900,2320,2210,3650,39.4,53.7,13.0,5,140,415,60,95,320,320,220,0.7,1
BU06870003,Buurt     ,Middelburg (Z.)                         ,2415,1130,1285,210,530,445,605,625,1700,350,365,1460,955,290,210,1.6,5762,100,100,40,60,210,260,790,780,1160,,51.2,16.4,0,35,115,15,35,120,105,65,0.7,1
BU06870004,Buurt     ,Middelburg (Z.)                         ,1065,550,520,90,120,310,325,215,780,145,140,640,385,155,110,1.6,4497,40,30,20,20,0,160,370,370,650,,49.1,14.8,0,40,60,15,15,45,50,40,0.8,1
BU06870005,Buurt     ,Middelburg (Z.)                         ,1380,665,710,100,295,415,355,215,915,235,230,965,680,155,125,1.4,5270,40,50,30,30,120,210,580,370,800,,64.7,8.3,0,30,160,10,15,65,75,70,0.6,1
BU06870006,Buurt     ,Middelburg (Z.)                         ,1750,835,915,85,135,380,430,715,1370,210,170,1140,685,340,115,1.5,7147,40,30,20,30,10,220,460,560,830,,51.7,12.2,0,35,70,15,30,75,80,40,0.8,1
BU06870007,Buurt     ,Middelburg (Z.)                         ,385,190,195,50,30,90,140,75,325,25,35,215,105,55,50,1.8,5621,30,10,10,10,0,,110,130,220,,45.5,12.2,0,5,10,5,5,20,10,5,0.9,2
WK068710  ,Wijk      ,Middelburg (Z.)                         ,3050,1445,1610,445,270,595,790,950,2610,175,265,1425,580,455,395,2.1,2382,240,160,60,50,10,380,890,740,1490,,34.9,16.9,0,40,25,15,15,85,75,45,1.0,3
BU06871008,Buurt     ,Middelburg (Z.)                         ,1715,800,910,255,145,370,455,495,1425,115,170,840,370,245,225,2.0,4433,140,80,30,30,10,220,500,430,860,,39.8,15.1,0,25,20,5,5,40,45,35,0.9,2
BU06871009,Buurt     ,Middelburg (Z.)                         ,1250,595,655,175,110,220,305,450,1100,55,95,560,205,205,155,2.1,4132,100,70,30,20,0,120,370,300,580,,28.9,18.7,0,20,5,10,5,35,25,10,1.1,4
BU06871010,Buurt     ,Middelburg (Z.)                         ,85,40,40,15,25,10,25,15,75,5,5,30,10,10,15,2.8,144,10,10,10,0,0,,,,50,,,,,,,,,,,,,3
WK068711  ,Wijk      ,Middelburg (Z.)                         ,3350,1565,1785,505,445,560,815,1025,2805,230,310,1605,695,470,440,2.0,4014,290,170,50,60,160,410,1030,820,1500,,38.6,20.8,0,30,35,15,20,80,80,30,0.9,2
BU06871102,Buurt     ,Middelburg (Z.)                         ,565,230,335,50,30,60,120,310,490,40,40,325,185,95,45,1.7,2101,30,20,0,0,0,90,120,120,190,,56.7,13.5,0,5,10,5,5,15,10,15,0.9,2
BU06871111,Buurt     ,Middelburg (Z.)                         ,1725,815,910,290,320,370,400,350,1340,170,215,845,425,180,240,2.0,6637,160,80,30,30,150,240,660,350,830,,43.7,13.8,0,20,20,10,5,20,45,10,0.8,2
BU06871112,Buurt     ,Middelburg (Z.)                         ,1055,515,545,170,95,135,295,365,975,30,55,435,85,195,155,2.4,3472,100,70,20,20,10,,260,350,480,,15.7,39.0,0,10,10,5,5,40,25,5,1.2,3
WK068712  ,Wijk      ,Middelburg (Z.)                         ,1850,850,1000,260,175,520,560,340,1430,180,240,1010,495,235,280,1.8,5302,140,90,60,40,0,350,640,460,1020,,51.7,8.5,0,20,25,10,5,45,75,25,0.8,2
BU06871213,Buurt     ,Middelburg (Z.)                         ,1855,850,1005,260,175,520,560,340,1435,180,240,1010,495,235,280,1.8,5302,140,90,60,40,0,350,640,460,1020,,51.7,8.5,0,20,25,10,5,45,75,25,0.8,2
WK068713  ,Wijk      ,Middelburg (Z.)                         ,595,280,315,105,60,110,180,135,545,20,25,245,70,95,85,2.4,774,60,50,20,20,0,90,140,210,330,,21.5,31.3,5,10,5,5,5,25,15,5,1.1,4
BU06871301,Buurt     ,Middelburg (Z.)                         ,575,275,300,105,60,105,175,135,525,20,25,240,65,95,80,2.4,2244,60,40,20,10,0,,,,320,,21.7,30.8,5,5,5,5,5,25,15,5,1.1,4
BU06871314,Buurt     ,Middelburg (Z.)                         ,15,10,10,5,5,5,5,0,20,0,0,5,0,5,5,3.0,35,0,0,0,0,0,,,,10,,,,,,,,,,,,,4
WK068714  ,Wijk      ,Middelburg (Z.)                         ,945,470,475,150,90,165,240,290,885,30,30,410,125,155,135,2.3,569,90,50,20,20,0,140,280,230,460,,27.4,19.4,10,30,10,5,5,20,20,15,1.6,5
BU06871415,Buurt     ,Middelburg (Z.)                         ,845,415,425,130,85,150,225,260,795,25,25,370,105,145,115,2.3,1813,80,50,20,20,0,120,260,210,410,,24.5,20.4,5,20,10,5,5,15,15,10,1.6,5
BU06871416,Buurt     ,Middelburg (Z.)                         ,10,10,0,0,0,0,0,0,10,0,0,0,0,0,5,4.5,,0,0,0,0,0,,,,0,,,,,,,,,,,,,5
BU06871417,Buurt     ,Middelburg (Z.)                         ,95,45,45,15,10,20,20,30,80,5,10,45,25,10,15,2.1,105,10,10,0,0,0,,,,40,,,,5,10,0,0,0,5,5,0,,5
WK068715  ,Wijk      ,Middelburg (Z.)                         ,60,35,30,10,10,10,25,10,45,10,5,30,5,15,5,2.1,116,0,0,0,0,0,,,,40,,,,0,10,15,10,0,20,10,0,,2
BU06871518,Buurt     ,Middelburg (Z.)                         ,60,30,30,10,5,10,25,10,50,5,5,25,5,15,5,2.1,116,0,0,0,0,0,,,,40,,,,0,10,15,10,0,20,10,0,,2
WK068716  ,Wijk      ,Middelburg (Z.)                         ,1920,940,980,205,160,230,560,765,1690,135,100,935,305,410,220,2.1,1792,140,110,30,50,20,250,520,720,940,,25.2,27.7,0,5,20,5,15,70,40,20,1.1,3
BU06871619,Buurt     ,Middelburg (Z.)                         ,345,180,165,45,25,35,120,125,315,15,15,145,20,80,45,2.4,709,30,20,0,10,0,50,110,,170,,8.2,41.8,0,0,5,0,5,20,10,5,1.4,4
BU06871620,Buurt     ,Middelburg (Z.)                         ,1575,765,815,160,135,190,440,645,1375,115,85,790,280,330,180,2.0,2694,110,90,20,40,10,200,430,600,770,,28.4,25.1,0,5,15,5,10,50,30,15,1.1,3
WK068717  ,Wijk      ,Middelburg (Z.)                         ,25,20,5,0,10,10,10,0,20,5,10,15,15,0,0,1.2,16,0,0,0,0,0,,,,10,,,,,,,,,,,,,5
BU06871721,Buurt     ,Middelburg (Z.)                         ,10,5,5,0,0,0,5,0,5,0,0,0,0,0,0,2.0,,0,0,0,0,0,,,,0,,,,,,,,,,,,,5
BU06871768,Buurt     ,Middelburg (Z.)                         ,20,20,0,0,10,5,0,0,10,5,10,10,10,0,0,1.0,49,0,0,0,0,0,,,,0,,,,,,,,,,,,,5
BU06871781,Buurt     ,Middelburg (Z.)                         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,
WK068718  ,Wijk      ,Middelburg (Z.)                         ,55,30,20,10,10,10,10,15,50,5,5,20,5,5,10,2.3,27,10,10,0,0,0,,,,30,,,,,,,,,,,,,5
BU06871822,Buurt     ,Middelburg (Z.)                         ,30,15,15,5,5,5,10,10,25,0,0,15,5,0,5,2.2,45,0,0,0,0,0,,,,20,,,,,,,,,,,,,4
BU06871823,Buurt     ,Middelburg (Z.)                         ,20,10,5,5,0,5,0,5,15,0,5,5,0,0,5,2.6,59,0,0,0,0,0,,,,10,,,,,,,,,,,,,5
BU06871824,Buurt     ,Middelburg (Z.)                         ,5,5,5,0,0,0,0,0,0,0,0,5,0,0,0,2.0,,0,0,0,0,0,,,,0,,,,,,,,,,,,,5
WK068719  ,Wijk      ,Middelburg (Z.)                         ,60,25,35,10,15,10,25,10,60,0,5,20,5,5,10,2.8,26,10,0,10,0,0,,,,40,,,,,,,,,,,,,5
BU06871925,Buurt     ,Middelburg (Z.)                         ,30,10,20,5,10,5,10,5,25,0,0,5,0,5,5,3.2,35,10,0,0,0,0,,,,20,,,,,,,,,,,,,5
BU06871926,Buurt     ,Middelburg (Z.)                         ,35,15,20,0,5,5,15,5,30,0,0,15,5,0,5,2.5,21,0,0,0,0,0,,,,20,,,,,,,,,,,,,5
WK068720  ,Wijk      ,Middelburg (Z.)                         ,7405,3610,3795,1195,975,1955,1785,1495,5180,620,1605,3605,1645,915,1045,2.0,3975,640,350,190,320,30,1430,2480,1520,3650,34.7,49.1,11.9,5,90,70,35,30,150,175,80,0.9,2
BU06872027,Buurt     ,Middelburg (Z.)                         ,800,395,410,80,270,155,170,125,425,195,180,520,345,100,80,1.5,4824,40,20,20,210,0,120,440,,400,,72.9,4.4,0,10,5,0,15,15,15,5,0.5,2
BU06872028,Buurt     ,Middelburg (Z.)                         ,1590,760,835,295,150,435,375,335,1265,110,215,760,315,205,250,2.1,4771,160,80,40,30,10,250,450,400,820,,44.7,12.4,0,25,15,15,5,35,30,20,1.0,2
BU06872031,Buurt     ,Middelburg (Z.)                         ,3095,1490,1610,470,375,810,815,615,2010,220,865,1570,720,370,480,1.9,5625,250,140,100,50,10,740,1060,530,1600,,50.9,9.1,0,40,25,15,5,60,85,35,0.8,2
BU06872032,Buurt     ,Middelburg (Z.)                         ,665,305,355,130,40,165,155,165,575,35,50,230,55,80,95,2.5,2310,80,30,10,10,0,,160,210,280,,18.3,37.4,0,0,5,0,0,15,20,5,1.4,3
BU06872084,Buurt     ,Middelburg (Z.)                         ,1255,665,585,220,135,375,265,260,900,60,295,520,215,160,145,2.1,2383,110,70,30,10,10,260,410,,560,,41.9,15.6,0,10,20,5,5,30,25,10,0.9,2
WK068729  ,Wijk      ,Middelburg (Z.)                         ,310,160,150,40,55,65,95,50,225,20,60,155,75,40,40,2.0,174,30,20,20,10,0,,130,80,170,,50.3,16.3,5,5,5,0,0,10,10,5,1.1,4
BU06872933,Buurt     ,Middelburg (Z.)                         ,5,0,5,0,5,0,5,5,5,0,0,5,0,0,0,2.0,,0,0,0,0,0,,,,10,,,,,,,,,,,,,4
BU06872934,Buurt     ,Middelburg (Z.)                         ,15,10,10,0,0,0,0,15,10,0,5,10,0,5,5,2.1,29,0,0,0,0,0,,,,10,,,,,,,,,,,,,4
BU06872935,Buurt     ,Middelburg (Z.)                         ,50,25,25,10,10,10,20,5,40,10,0,15,5,5,10,3.4,85,10,10,0,0,0,,,,30,,,,,,,,,,,,,5
BU06872936,Buurt     ,Middelburg (Z.)                         ,230,120,110,35,40,55,75,35,165,15,55,125,65,30,25,1.8,672,30,10,10,10,0,,100,,120,,54.9,9.8,0,5,5,0,0,5,10,0,0.8,4
WK068730  ,Wijk      ,Middelburg (Z.)                         ,6990,3355,3630,1190,665,1590,1840,1710,5300,475,1215,3190,1060,1060,1070,2.2,3680,640,350,190,130,10,1260,2180,1580,3430,38.1,34.6,13.9,0,70,60,35,35,105,135,70,1.0,2
BU06873037,Buurt     ,Middelburg (Z.)                         ,1120,545,570,165,85,290,300,280,835,90,190,555,215,190,145,2.0,5471,80,50,20,20,0,170,300,330,560,,36.6,9.2,0,20,10,5,5,15,10,10,1.0,1
BU06873038,Buurt     ,Middelburg (Z.)                         ,1635,685,950,345,180,335,355,425,1005,120,510,780,325,175,285,2.1,4374,200,90,60,30,0,420,490,160,590,,60.7,3.5,0,5,15,10,0,10,30,15,0.7,2
BU06873039,Buurt     ,Middelburg (Z.)                         ,1015,505,515,130,115,165,320,285,875,50,90,440,110,190,140,2.3,3324,80,60,20,20,0,150,350,290,570,,15.8,32.0,0,5,5,5,10,25,15,10,1.2,2
BU06873040,Buurt     ,Middelburg (Z.)                         ,660,345,320,115,60,165,165,160,485,50,125,295,100,105,95,2.2,5086,60,20,20,10,0,110,270,,360,,25.7,10.1,0,10,5,0,5,10,10,5,1.1,2
BU06873041,Buurt     ,Middelburg (Z.)                         ,2000,1015,985,375,195,540,555,345,1605,140,255,850,220,290,340,2.4,8471,190,100,50,40,10,370,750,400,1140,,22.2,16.5,0,15,20,5,5,30,45,15,1.1,3
BU06873082,Buurt     ,Middelburg (Z.)                         ,460,220,245,45,25,65,115,215,400,25,35,235,90,100,45,1.9,3164,20,20,10,10,0,70,80,120,160,,38.2,17.6,0,5,5,0,10,15,15,15,1.1,1
BU06873083,Buurt     ,Middelburg (Z.)                         ,100,40,55,20,10,30,30,10,90,0,5,30,0,15,20,3.1,194,10,0,10,0,0,,,,60,,,,,,,,,,,,,2
WK068731  ,Wijk      ,Middelburg (Z.)                         ,6435,3135,3300,1055,890,1610,1590,1290,3860,715,1860,3150,1455,750,945,2.0,4860,600,350,240,170,30,1590,2320,810,2980,32.1,53.3,7.9,0,70,75,45,10,100,140,65,0.8,2
BU06873143,Buurt     ,Middelburg (Z.)                         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,3
BU06873144,Buurt     ,Middelburg (Z.)                         ,3115,1545,1570,605,400,850,765,500,1600,355,1160,1490,675,310,500,2.1,7651,360,180,130,30,0,850,1170,270,1400,,56.5,6.5,0,40,25,25,0,40,45,25,0.8,2
BU06873145,Buurt     ,Middelburg (Z.)                         ,1910,920,990,270,205,425,510,495,1435,140,335,885,345,260,280,2.1,5100,150,110,60,30,0,410,640,310,940,,38.0,12.0,0,10,25,10,5,35,50,25,1.0,2
BU06873171,Buurt     ,Middelburg (Z.)                         ,1415,670,740,175,290,335,310,300,820,220,370,780,435,180,160,1.7,4686,80,70,60,110,20,340,490,240,640,,64.9,5.8,0,15,25,10,5,25,45,10,0.8,1
WK068732  ,Wijk      ,Middelburg (Z.)                         ,105,60,50,15,15,20,35,15,55,50,0,50,25,10,20,2.0,47,10,10,0,0,0,,,,80,,,,5,110,100,20,15,45,5,10,,5
BU06873247,Buurt     ,Middelburg (Z.)                         ,60,30,30,5,10,10,25,10,50,10,5,25,0,10,5,2.6,36,0,0,0,0,0,,,,40,,,,5,75,85,20,10,30,5,10,,5
BU06873248,Buurt     ,Middelburg (Z.)                         ,50,30,20,10,5,15,15,0,5,45,0,30,20,0,5,1.5,76,0,10,0,0,0,,,,40,,,,0,30,15,0,5,15,0,0,,4
WK068739  ,Wijk      ,Middelburg (Z.)                         ,3150,1675,1475,760,385,925,880,200,2400,295,455,1025,140,280,605,2.9,1521,390,270,90,80,20,430,900,1000,1910,,6.7,49.1,0,35,75,25,30,105,85,50,1.5,3
BU06873946,Buurt     ,Middelburg (Z.)                         ,1080,590,490,260,100,405,250,60,765,135,180,380,80,100,195,2.7,1967,140,50,30,30,0,180,310,300,620,,9.3,33.7,0,20,35,10,10,55,35,20,1.5,3
BU06873950,Buurt     ,Middelburg (Z.)                         ,2065,1085,985,500,285,520,625,140,1630,160,275,645,60,175,410,3.1,1719,250,220,60,60,20,250,590,700,1300,,5.1,58.1,0,15,20,15,20,50,45,30,1.5,4
BU06873970,Buurt     ,Middelburg (Z.)                         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,,,,0,0,20,0,0,0,0,0,,3
WK068740  ,Wijk      ,Middelburg (Z.)                         ,1175,590,580,210,120,310,285,255,1045,80,50,535,190,185,160,2.2,2368,130,60,30,20,0,170,490,170,650,,37.2,17.0,5,25,20,5,5,15,30,5,1.2,5
BU06874051,Buurt     ,Middelburg (Z.)                         ,1175,590,580,210,115,310,285,255,1045,80,50,535,190,185,160,2.2,2368,130,60,30,20,0,170,490,170,650,,37.2,17.0,5,25,20,5,5,15,30,5,1.2,5
WK068749  ,Wijk      ,Middelburg (Z.)                         ,210,100,105,45,15,50,55,40,195,5,5,80,25,20,30,2.6,26,30,10,0,10,0,,,,120,,,,20,10,5,0,5,10,5,5,1.4,5
BU06874952,Buurt     ,Middelburg (Z.)                         ,20,10,10,5,5,5,5,5,15,0,0,5,0,0,5,2.7,15,0,0,0,0,0,,,,10,,,,,,,,,,,,,5
BU06874953,Buurt     ,Middelburg (Z.)                         ,65,35,30,15,5,15,15,15,60,5,5,25,10,10,5,2.6,55,10,10,0,0,0,,,,30,,,,,,,,,,,,,5
BU06874954,Buurt     ,Middelburg (Z.)                         ,35,10,25,10,5,10,5,5,35,0,0,5,0,0,5,3.9,43,10,10,0,0,0,,,,20,,,,,,,,,,,,,5
BU06874955,Buurt     ,Middelburg (Z.)                         ,20,15,5,5,0,5,5,5,15,0,5,10,0,0,5,2.2,14,0,0,0,0,0,,,,10,,,,,,,,,,,,,5
BU06874956,Buurt     ,Middelburg (Z.)                         ,50,30,20,10,5,15,15,5,45,0,5,25,5,5,10,2.2,35,10,0,0,0,0,,,,40,,,,,,,,,,,,,5
BU06874957,Buurt     ,Middelburg (Z.)                         ,20,5,10,5,0,5,5,5,15,0,0,5,0,5,0,2.4,10,0,0,0,0,0,,,,10,,,,,,,,,,,,,5
