"Nabijheid voorzieningen; afstand locatie, wijk- en buurtcijfers 2025"
""
"";"";"Wijken en buurten"
"Onderwerp";"";"Nederland";"Rotterdam";"Rotterdam Centrum";"Stadsdriehoek";"Oude Westen";"Cool";"Cs Kwartier";"Nieuwe Werk";"Dijkzigt";"Delfshaven";"Delfshaven";"Bospolder";"Tussendijken";"Spangen";"Nieuwe Westen";"Middelland";"Oud Mathenesse";"Witte Dorp";"Schiemond";"Overschie";"Kleinpolder";"Noord Kethel";"Schieveen";"Zestienhoven";"Overschie";"Landzicht";"Noord";"Agniesebuurt";"Provenierswijk";"Bergpolder";"Blijdorp";"Liskwartier";"Oude Noorden";"Blijdorpsepolder";"Hillegersberg-Schiebroek";"Schiebroek";"Hillegersberg Zuid";"Hillegersberg Noord";"Terbregge";"Molenlaankwartier";"Kralingen-Crooswijk";"Rubroek";"Nieuw Crooswijk";"Oud Crooswijk";"Kralingen West";"Kralingen Oost";"Kralingse Bos";"De Esch";"Struisenburg";"Feijenoord";"Kop van Zuid";"Kop van Zuid - Entrepot";"Vreewijk";"Bloemhof";"Hillesluis";"Katendrecht";"Afrikaanderwijk";"Feijenoord";"Noordereiland";"IJsselmonde";"Oud IJsselmonde";"Lombardijen";"Groot IJsselmonde";"Beverwaard";"Pernis";"Pernis";"Prins Alexander";"'s-Gravenland";"Kralingseveer";"Prinsenland";"Het Lage Land";"Ommoord";"Zevenkamp";"Oosterflank";"Nesselande";"Charlois";"Charlois Zuidrand";"Tarwewijk";"Carnisse";"Zuidwijk";"Oud Charlois";"Wielewaal";"Zuidplein";"Pendrecht";"Zuiderpark";"Heijplaat";"Hoogvliet";"Hoogvliet Noord";"Hoogvliet Zuid";"Hoek van Holland";"Strand en Duin";"Dorp";"Rijnpoort";"Spaanse Polder";"Spaanse Polder";"Nieuw Mathenesse";"Nieuw Mathenesse";"Waalhaven-Eemhaven";"Waalhaven";"Eemhaven";"Waalhaven Zuid";"Vondelingenplaat";"Vondelingenplaat";"Botlek-Europoort-Maasvlakte";"Botlek";"Europoort";"Maasvlakte";"Rotterdam-Noord-West";"Bedrijvenpark Noord-West";"Rivium";"Rivium";"Rozenburg";"Rozenburg";"Noordzeeweg"
"Horeca|Restaurants|Aantal restaurants|Binnen 1 km";"aantal";"8,0";"15,3";"75,3";"87,6";"51,1";"114,1";"67,8";"20,0";"35,2";"20,8";"20,1";"22,5";"26,4";"7,6";"25,3";"38,9";"3,8";"3,3";"6,9";"4,1";"6,7";"0,8";"0,2";"0,1";"4,0";"0,6";"26,1";"38,8";"18,3";"15,5";"10,6";"29,1";"38,4";"0,2";"8,4";"7,5";"12,3";"11,3";"0,9";"6,6";"23,8";"56,6";"8,6";"21,6";"26,4";"13,6";"1,5";"2,0";"16,3";"11,5";"23,6";"15,0";"4,7";"10,7";"11,0";"19,4";"19,0";"5,0";"8,0";"3,6";"2,8";"6,8";"3,1";"0,8";"1,6";"1,6";"3,4";"1,0";"2,9";"1,9";"8,6";"2,2";"3,4";"6,2";"1,7";"9,3";"0,7";"19,4";"16,1";"4,5";"5,9";"0,3";"12,1";"5,1";"7,7";"1,0";"3,0";"3,4";"2,7";"4,0";"1,9";"4,7";"0,0";"0,5";"0,5";"1,4";"1,4";"0,7";"1,1";"0,3";".";".";".";"0,0";".";".";"0,0";".";".";".";".";"4,2";"4,2";"."
"Horeca|Restaurants|Aantal restaurants|Binnen 3 km";"aantal";"65,6";"150,1";"484,4";"497,2";"468,0";"521,3";"479,6";"423,0";"393,8";"234,5";"225,6";"158,0";"185,9";"148,2";"295,5";"412,7";"107,3";"120,7";"162,6";"23,1";"26,4";"3,8";"2,9";"26,8";"17,8";"14,9";"361,9";"437,4";"417,7";"339,1";"344,1";"319,8";"371,3";"111,1";"65,7";"55,0";"136,0";"54,5";"30,5";"40,8";"296,5";"439,6";"305,4";"388,9";"321,5";"151,2";"55,4";"58,5";"293,5";"162,1";"341,2";"241,1";"100,6";"135,7";"129,5";"136,0";"185,1";"161,7";"311,8";"30,2";"33,5";"44,0";"30,5";"9,5";"2,0";"2,0";"28,0";"30,8";"12,0";"35,7";"36,6";"25,1";"24,1";"43,1";"12,0";"64,8";"12,5";"125,5";"85,1";"45,1";"54,4";"35,9";"102,7";"32,6";"70,6";"1,6";"16,9";"17,1";"16,8";"21,5";"25,6";"20,3";"4,3";"75,5";"75,5";"120,8";"120,8";"10,6";"18,1";"2,5";".";".";".";"2,0";".";".";"0,9";".";".";".";".";"9,3";"9,3";"."
"Horeca|Restaurants|Aantal restaurants|Binnen 5 km";"aantal";"143,6";"357,1";"687,8";"686,0";"688,8";"695,3";"676,2";"687,4";"697,2";"603,1";"648,1";"596,0";"620,3";"547,8";"661,7";"698,3";"350,7";"389,6";"570,1";"299,3";"414,6";"17,7";"20,6";"278,0";"195,7";"122,9";"636,4";"666,1";"653,6";"634,0";"630,4";"629,1";"633,5";"556,8";"263,5";"218,7";"522,1";"201,1";"227,6";"165,6";"584,0";"655,5";"584,8";"633,3";"605,7";"519,1";"297,3";"386,4";"608,5";"496,6";"694,5";"656,7";"262,1";"463,3";"438,5";"549,6";"610,8";"616,2";"666,0";"118,8";"161,6";"169,5";"109,6";"52,5";"5,2";"5,2";"89,0";"160,2";"86,2";"122,1";"112,1";"74,0";"72,4";"95,5";"42,5";"293,2";"81,7";"520,0";"413,0";"154,7";"357,9";"142,2";"342,0";"116,4";"317,1";"8,9";"53,5";"59,8";"50,1";"38,6";"42,4";"37,5";"17,0";"235,8";"235,8";"392,7";"392,7";"73,7";"133,0";"11,5";".";".";".";"12,1";".";".";"0,9";".";".";".";".";"32,1";"32,1";"."
"Horeca|Hotels en dergelijke|Afstand tot hotel e.d.";"km";"2,7";"1,8";"0,4";"0,4";"0,4";"0,3";"0,2";"0,4";"0,6";"1,2";"0,7";"1,4";"1,3";"1,9";"0,8";"0,4";"2,6";"2,8";"1,2";"1,8";"1,6";"4,5";"3,8";"2,5";"1,5";"0,8";"1,3";"0,7";"0,5";"1,3";"1,3";"1,5";"1,5";"0,8";"3,6";"4,1";"2,6";"4,4";"2,3";"3,4";"1,0";"0,9";"1,9";"1,3";"0,8";"1,2";"1,1";"1,2";"0,5";"0,9";"0,4";"0,8";"1,1";"1,1";"1,0";"0,6";"0,9";"1,1";"0,7";"3,0";"3,4";"2,2";"2,6";"4,7";"0,6";"0,6";"2,1";"2,6";"2,7";"2,1";"0,9";"2,1";"1,7";"1,6";"3,5";"1,9";"1,6";"0,9";"1,8";"2,2";"2,5";"1,7";"1,3";"1,9";"2,0";"4,6";"3,9";"3,7";"4,0";"0,9";"1,6";"0,7";"2,9";"2,6";"2,6";"2,7";"2,7";"3,5";"3,4";"4,0";".";".";".";"5,6";".";".";"7,1";".";".";".";".";"1,0";"1,0";"."
"Horeca|Hotels en dergelijke|Aantal hotels e.d.|Binnen 5 km";"aantal";"17,6";"34,7";"67,5";"68,0";"66,2";"68,3";"66,6";"68,0";"67,6";"62,3";"65,6";"63,6";"63,8";"60,2";"64,9";"64,7";"47,1";"52,7";"63,5";"28,6";"42,5";"1,4";"2,4";"24,6";"16,8";"6,0";"64,6";"64,9";"64,0";"65,8";"64,8";"64,2";"64,2";"59,8";"18,0";"13,4";"54,4";"8,0";"8,2";"3,7";"61,6";"67,3";"62,2";"65,7";"64,6";"56,0";"12,5";"40,6";"64,4";"52,5";"67,1";"66,4";"25,1";"52,9";"48,5";"61,5";"65,2";"63,5";"67,9";"5,8";"12,7";"7,3";"5,4";"0,9";"2,0";"2,0";"3,6";"6,4";"2,6";"5,0";"4,4";"3,0";"3,4";"3,2";"1,9";"31,1";"4,0";"59,9";"50,8";"6,0";"45,3";"12,6";"38,6";"5,3";"40,5";"1,0";"2,2";"2,2";"2,1";"3,3";"3,7";"3,2";"1,7";"23,8";"23,8";"52,4";"52,4";"8,5";"15,3";"2,1";".";".";".";"0,7";".";".";"0,0";".";".";".";".";"3,0";"3,0";"."
"Horeca|Hotels en dergelijke|Aantal hotels e.d.|Binnen 10 km";"aantal";"42,8";"67,7";"83,4";"82,7";"84,2";"83,8";"83,1";"83,4";"85,3";"83,8";"85,1";"83,5";"83,5";"83,5";"83,6";"84,5";"82,7";"83,0";"83,6";"84,2";"84,1";"46,1";"80,9";"80,8";"87,4";"82,2";"81,8";"82,1";"82,0";"82,0";"82,1";"82,0";"81,2";"83,2";"76,0";"76,6";"79,6";"74,1";"74,7";"73,3";"79,1";"82,2";"78,4";"79,8";"79,1";"77,4";"76,0";"75,7";"79,8";"77,6";"80,9";"80,6";"74,6";"75,9";"75,8";"78,6";"80,8";"79,3";"79,7";"71,8";"73,2";"73,4";"72,9";"66,4";"12,5";"12,5";"48,1";"73,1";"73,4";"71,5";"70,2";"54,5";"15,5";"64,1";"4,4";"76,8";"74,8";"79,3";"79,7";"75,2";"79,6";"76,4";"75,9";"75,7";"77,7";"44,4";"8,1";"9,4";"7,4";"8,5";"8,8";"8,4";"7,4";"82,3";"82,3";"83,0";"83,0";"53,8";"71,7";"30,5";".";".";".";"3,3";".";".";"1,9";".";".";".";".";"10,3";"10,3";"."
"Horeca|Hotels en dergelijke|Aantal hotels e.d.|Binnen 20 km";"aantal";"99,4";"116,5";"126,3";"125,3";"129,2";"126,8";"127,4";"121,1";"128,0";"128,1";"128,3";"127,4";"127,5";"126,5";"128,9";"129,9";"127,6";"127,1";"126,1";"164,5";"166,4";"185,3";"180,3";"146,0";"173,8";"174,5";"127,5";"127,1";"127,0";"128,6";"131,1";"125,6";"125,8";"140,3";"124,5";"123,1";"124,6";"124,5";"122,2";"128,3";"122,5";"125,2";"123,1";"124,4";"121,4";"122,6";"121,2";"119,0";"121,0";"116,6";"122,4";"121,0";"108,8";"116,1";"115,4";"118,3";"120,5";"120,5";"121,6";"104,8";"106,3";"105,5";"104,8";"103,3";"98,3";"98,3";"108,9";"108,4";"105,8";"111,4";"118,1";"115,3";"101,7";"109,3";"95,0";"110,4";"99,9";"118,2";"117,5";"101,6";"115,4";"109,7";"114,2";"102,9";"114,8";"96,1";"98,3";"98,7";"98,1";"70,4";"84,3";"65,8";"70,9";"157,6";"157,6";"126,5";"126,5";"103,3";"107,3";"99,3";".";".";".";"39,6";".";".";"9,0";".";".";".";".";"82,3";"82,3";"."
"Kinderopvang|Kinderdagverblijf|Afstand tot kinderdagverblijf";"km";"0,7";"0,5";"0,5";"0,6";"0,4";"0,4";"0,4";"1,0";"0,5";"0,4";"0,4";"0,4";"0,2";"0,3";"0,3";"0,4";"0,4";"0,5";"0,4";"0,5";"0,4";"2,3";"2,5";"0,6";"0,6";"1,0";"0,4";"0,6";"0,6";"0,3";"0,6";"0,4";"0,3";"1,1";"0,4";"0,4";"0,4";"0,4";"0,6";"0,4";"0,4";"0,4";"0,4";"0,3";"0,4";"0,4";"0,9";"0,7";"0,4";"0,5";"0,9";"0,2";"0,6";"0,5";"0,3";"0,5";"0,4";"0,4";"0,7";"0,5";"1,0";"0,6";"0,5";"0,3";"0,6";"0,6";"0,6";"1,0";"1,1";"0,4";"0,5";"0,5";"0,4";"0,5";"0,7";"0,4";"1,2";"0,3";"0,4";"0,4";"0,4";"0,9";"1,0";"0,3";"0,5";"0,5";"0,5";"0,4";"0,6";"0,6";"1,3";"0,4";"2,5";"1,4";"1,4";"1,1";"1,1";"1,6";"1,4";"1,6";".";".";".";"8,0";".";".";"10,4";".";".";".";".";"0,6";"0,6";"."
"Kinderopvang|Kinderdagverblijf|Aantal kinderdagverblijven|Binnen 1 km";"aantal";"2,8";"5,1";"4,4";"3,9";"7,0";"5,2";"1,6";"0,4";"4,4";"8,4";"3,9";"8,2";"11,7";"9,4";"10,0";"10,3";"6,8";"5,3";"2,1";"2,0";"2,1";"0,0";"0,0";"2,1";"2,0";"0,6";"7,5";"3,9";"2,5";"9,1";"4,7";"9,8";"9,9";"0,0";"4,3";"5,7";"4,2";"2,2";"2,5";"4,1";"6,4";"8,6";"5,3";"10,3";"6,8";"5,2";"1,6";"1,3";"3,4";"6,0";"1,8";"10,6";"3,7";"5,6";"7,1";"3,7";"9,3";"6,7";"1,1";"4,0";"1,0";"3,6";"3,9";"6,4";"0,9";"0,9";"2,6";"2,3";"0,2";"3,9";"2,7";"1,7";"4,2";"2,7";"1,5";"6,6";"0,5";"7,9";"9,0";"4,5";"5,2";"1,0";"2,8";"9,1";"4,3";"2,7";"2,5";"3,6";"1,9";"3,6";"0,3";"4,7";"0,0";"0,2";"0,2";"0,2";"0,2";"0,2";"0,3";"0,2";".";".";".";"0,0";".";".";"0,0";".";".";".";".";"2,4";"2,4";"."
"Kinderopvang|Kinderdagverblijf|Aantal kinderdagverblijven|Binnen 3 km";"aantal";"19,2";"40,9";"72,2";"73,8";"76,1";"77,0";"83,9";"35,4";"58,6";"60,9";"54,7";"57,1";"60,2";"58,8";"65,4";"73,4";"54,8";"54,0";"47,2";"14,8";"14,5";"3,1";"1,5";"24,6";"9,0";"12,6";"68,7";"75,8";"76,0";"70,1";"72,1";"62,8";"65,1";"51,3";"32,7";"30,7";"57,8";"29,1";"16,5";"21,4";"46,7";"69,2";"50,1";"59,6";"47,0";"32,5";"22,7";"15,7";"38,6";"54,0";"49,6";"53,1";"56,5";"64,6";"56,8";"44,8";"62,2";"37,0";"33,7";"26,4";"23,4";"33,5";"25,7";"20,7";"1,0";"1,0";"20,8";"24,3";"6,4";"23,6";"25,5";"18,2";"21,6";"28,7";"11,5";"41,1";"16,7";"63,9";"53,0";"33,3";"34,7";"31,0";"62,4";"29,7";"46,7";"3,0";"15,4";"15,9";"15,1";"7,2";"8,0";"7,0";"3,2";"33,7";"33,7";"54,6";"54,6";"9,8";"15,2";"3,0";".";".";".";"0,0";".";".";"0,0";".";".";".";".";"6,0";"6,0";"."
"Kinderopvang|Kinderdagverblijf|Aantal kinderdagverblijven|Binnen 5 km";"aantal";"43,9";"104,6";"180,4";"173,9";"185,6";"189,3";"174,5";"184,6";"190,8";"143,5";"150,1";"127,3";"144,5";"125,3";"155,8";"176,6";"108,5";"104,6";"125,5";"96,6";"121,8";"14,8";"10,9";"75,0";"87,4";"65,0";"154,6";"166,9";"155,3";"153,3";"148,7";"155,9";"155,3";"130,3";"89,8";"77,3";"123,9";"85,5";"94,6";"82,8";"125,9";"154,3";"122,6";"143,7";"130,4";"105,0";"107,3";"65,3";"128,9";"131,2";"179,8";"159,9";"118,0";"117,1";"118,1";"117,3";"145,5";"138,6";"157,0";"82,3";"79,3";"114,1";"81,8";"43,5";"3,3";"3,3";"57,8";"74,3";"44,7";"73,2";"75,3";"49,8";"50,3";"71,8";"34,4";"106,3";"63,2";"129,5";"126,7";"101,8";"116,0";"75,3";"114,9";"79,4";"114,3";"11,4";"29,0";"30,4";"28,2";"13,8";"16,3";"13,0";"10,4";"111,4";"111,4";"105,9";"105,9";"35,9";"55,3";"12,5";".";".";".";"3,1";".";".";"0,0";".";".";".";".";"9,7";"9,7";"."
"Kinderopvang|Buitenschoolse opvang|Afstand tot buitenschoolse opvang";"km";"0,7";"0,5";"0,7";"0,6";"0,6";"0,6";"1,0";"1,4";"0,9";"0,4";"0,5";"0,5";"0,3";"0,3";"0,5";"0,4";"0,5";"0,5";"0,8";"0,6";"0,5";"2,3";"2,7";"0,5";"0,6";"1,0";"0,5";"0,8";"0,5";"0,5";"0,5";"0,5";"0,4";"1,1";"0,4";"0,3";"0,4";"0,6";"0,7";"0,4";"0,5";"0,5";"0,4";"0,3";"0,5";"0,4";"0,9";"0,7";"0,7";"0,5";"1,4";"0,4";"0,5";"0,6";"0,4";"0,5";"0,5";"0,4";"0,7";"0,6";"1,1";"0,6";"0,5";"0,3";"0,5";"0,5";"0,6";"1,1";"1,1";"0,4";"0,6";"0,5";"0,5";"0,5";"0,8";"0,5";"1,3";"0,3";"0,6";"0,4";"0,5";"0,9";"1,0";"0,4";"0,6";"0,5";"0,6";"0,6";"0,6";"0,7";"1,3";"0,5";"2,6";"1,4";"1,4";"1,1";"1,1";"1,6";"1,4";"1,6";".";".";".";"7,8";".";".";"10,1";".";".";".";".";"0,6";"0,6";"."
"Kinderopvang|Buitenschoolse opvang|Aantal buitenschoolse opvang|Binnen 1 km";"aantal";"2,2";"3,5";"2,7";"3,1";"3,5";"2,8";"0,9";"0,0";"3,2";"6,5";"5,0";"5,8";"9,8";"7,8";"6,3";"7,9";"6,2";"4,3";"2,2";"2,8";"2,9";"0,0";"0,0";"2,4";"3,1";"0,9";"4,7";"2,5";"2,7";"5,5";"4,3";"4,3";"5,8";"0,1";"4,3";"5,9";"2,8";"2,2";"1,0";"5,6";"4,0";"4,5";"3,6";"6,0";"4,4";"4,3";"0,9";"1,0";"1,7";"3,8";"0,4";"6,6";"3,4";"2,8";"3,6";"2,5";"7,1";"3,9";"0,8";"2,5";"0,7";"2,0";"2,6";"3,9";"2,7";"2,7";"1,9";"1,8";"0,2";"3,1";"2,1";"1,3";"1,9";"1,8";"2,1";"3,6";"0,2";"5,4";"5,2";"2,5";"3,5";"0,8";"1,5";"3,0";"2,1";"1,8";"1,5";"2,3";"1,0";"3,1";"0,3";"4,0";"0,0";"0,2";"0,2";"0,2";"0,2";"0,2";"0,2";"0,2";".";".";".";"0,0";".";".";"0,0";".";".";".";".";"1,9";"1,9";"."
"Kinderopvang|Buitenschoolse opvang|Aantal buitenschoolse opvang|Binnen 3 km";"aantal";"14,7";"28,8";"48,7";"47,6";"55,1";"52,5";"52,8";"25,6";"45,8";"45,8";"41,3";"42,6";"46,0";"45,0";"49,6";"54,4";"39,9";"38,3";"34,8";"14,2";"13,7";"3,7";"1,6";"21,1";"10,8";"13,6";"46,4";"47,8";"49,3";"46,9";"48,4";"43,8";"45,2";"41,6";"27,7";"26,5";"43,1";"27,0";"14,8";"20,1";"31,5";"46,0";"32,0";"39,1";"31,4";"23,4";"19,5";"13,2";"27,0";"36,5";"33,0";"35,4";"37,6";"44,7";"39,0";"29,4";"41,3";"25,7";"23,0";"17,8";"15,4";"22,8";"16,9";"14,8";"3,0";"3,0";"16,2";"21,2";"8,3";"19,4";"19,4";"12,5";"15,3";"21,6";"12,2";"25,2";"8,7";"42,4";"31,4";"21,7";"19,5";"15,9";"39,7";"16,8";"28,0";"2,0";"10,3";"11,2";"9,8";"6,2";"7,0";"6,0";"3,1";"27,9";"27,9";"40,7";"40,7";"5,3";"8,6";"1,6";".";".";".";"0,0";".";".";"0,0";".";".";".";".";"5,0";"5,0";"."
"Kinderopvang|Buitenschoolse opvang|Aantal buitenschoolse opvang|Binnen 5 km";"aantal";"33,7";"75,6";"127,6";"123,5";"132,5";"132,8";"129,8";"123,3";"128,8";"103,9";"104,4";"91,9";"104,2";"94,5";"111,2";"125,8";"86,5";"83,6";"89,4";"74,1";"89,5";"16,5";"11,9";"60,2";"69,4";"53,0";"117,0";"126,1";"116,8";"117,0";"113,1";"119,5";"116,5";"98,3";"70,1";"62,2";"93,7";"67,3";"72,4";"64,0";"90,4";"113,0";"84,6";"103,2";"93,1";"73,5";"80,5";"49,9";"93,6";"87,1";"122,5";"110,4";"77,4";"74,5";"75,7";"79,1";"97,2";"94,3";"107,2";"55,9";"53,0";"76,2";"56,5";"28,8";"5,9";"5,9";"49,0";"60,2";"40,8";"61,0";"63,0";"41,2";"45,0";"59,9";"32,5";"71,4";"43,0";"87,4";"86,2";"68,9";"78,3";"47,6";"76,1";"51,9";"75,8";"5,1";"19,1";"19,8";"18,7";"13,4";"16,2";"12,6";"10,8";"93,3";"93,3";"83,8";"83,8";"22,8";"34,4";"9,3";".";".";".";"1,7";".";".";"0,0";".";".";".";".";"9,5";"9,5";"."
"Onderwijs|Basisonderwijs|Afstand tot school";"km";"0,8";"0,6";"0,7";"0,7";"0,5";"0,7";"1,0";"1,2";"1,0";"0,5";"0,5";"0,4";"0,4";"0,4";"0,4";"0,5";"0,5";"0,7";"0,6";"0,7";"0,5";"2,3";"2,7";"0,7";"0,7";"1,0";"0,5";"0,6";"0,8";"0,5";"0,6";"0,6";"0,4";"1,4";"0,6";"0,4";"0,5";"0,8";"1,3";"0,4";"0,6";"0,5";"0,4";"0,4";"0,6";"0,8";"1,7";"0,7";"1,0";"0,5";"0,9";"0,3";"0,6";"0,4";"0,5";"0,5";"0,5";"0,5";"1,4";"0,6";"1,3";"0,6";"0,6";"0,4";"0,6";"0,6";"0,7";"1,2";"1,1";"0,4";"0,6";"0,6";"0,6";"1,0";"1,0";"0,6";"1,3";"0,4";"0,6";"0,5";"0,4";"0,9";"1,1";"0,4";"0,7";"4,6";"0,6";"0,5";"0,7";"0,8";"1,5";"0,5";"2,6";"1,5";"1,5";"1,3";"1,3";"3,0";"2,1";"4,2";".";".";".";"7,8";".";".";"10,1";".";".";".";".";"0,8";"0,8";"."
"Onderwijs|Basisonderwijs|Aantal scholen|Binnen 1 km";"aantal";"1,6";"2,4";"1,9";"2,1";"2,6";"2,0";"0,3";"0,2";"0,9";"3,6";"1,4";"4,4";"5,3";"4,0";"4,0";"3,4";"3,4";"2,1";"1,2";"1,4";"1,5";"0,0";"0,0";"1,6";"1,3";"0,6";"3,2";"1,8";"1,5";"4,4";"3,0";"2,9";"3,9";"0,1";"2,4";"3,4";"1,5";"0,9";"0,3";"3,7";"2,7";"4,1";"2,2";"4,8";"2,3";"2,9";"0,1";"0,7";"0,4";"3,3";"0,7";"4,5";"1,8";"4,6";"4,3";"2,0";"5,0";"2,7";"0,0";"1,9";"0,3";"2,5";"1,7";"2,3";"1,8";"1,8";"1,3";"0,8";"0,2";"2,0";"1,7";"1,4";"1,4";"0,9";"0,9";"3,2";"0,4";"3,9";"3,8";"2,4";"3,6";"0,7";"1,2";"3,6";"1,8";"0,0";"1,4";"1,4";"1,4";"1,7";"0,0";"2,3";"0,0";"0,1";"0,1";"0,0";"0,0";"0,1";"0,3";"0,0";".";".";".";"0,0";".";".";"0,0";".";".";".";".";"1,5";"1,5";"."
"Onderwijs|Basisonderwijs|Aantal scholen|Binnen 3 km";"aantal";"9,8";"19,2";"29,5";"29,3";"33,8";"31,3";"33,7";"11,2";"26,1";"27,2";"23,7";"24,5";"26,1";"26,2";"30,0";"33,5";"25,2";"23,2";"19,7";"7,3";"8,6";"2,9";"0,9";"10,4";"4,1";"5,0";"29,4";"32,1";"31,9";"31,2";"30,0";"27,2";"27,8";"23,8";"15,0";"13,2";"26,4";"14,4";"8,9";"10,1";"19,9";"29,6";"20,7";"26,6";"19,9";"13,8";"12,8";"5,7";"16,9";"28,5";"24,9";"27,6";"30,8";"34,0";"29,9";"23,8";"31,6";"21,4";"15,0";"12,3";"10,5";"17,5";"11,7";"8,1";"2,0";"2,0";"10,5";"11,0";"2,2";"11,0";"11,5";"10,2";"10,5";"14,3";"6,9";"21,6";"8,3";"34,7";"27,7";"17,2";"18,3";"15,6";"33,8";"15,1";"24,4";"0,0";"8,6";"8,3";"8,8";"3,2";"3,7";"3,0";"2,1";"15,4";"15,4";"23,8";"23,8";"4,4";"7,3";"1,1";".";".";".";"0,0";".";".";"0,0";".";".";".";".";"4,0";"4,0";"."
"Onderwijs|Basisonderwijs|Aantal scholen|Binnen 5 km";"aantal";"22,0";"48,8";"81,9";"78,2";"85,1";"86,6";"78,8";"84,4";"86,8";"64,2";"69,0";"58,6";"64,6";"57,6";"66,9";"77,1";"51,4";"49,4";"58,3";"42,7";"52,6";"8,6";"5,7";"33,8";"39,6";"31,0";"66,9";"74,0";"68,6";"67,4";"65,3";"66,6";"65,8";"57,7";"41,8";"35,8";"54,6";"40,9";"43,3";"41,5";"52,0";"66,5";"51,1";"59,7";"52,5";"42,0";"48,1";"27,4";"53,4";"62,6";"84,5";"73,8";"59,2";"57,2";"57,2";"55,2";"67,3";"65,0";"69,3";"40,7";"38,8";"58,1";"40,1";"20,3";"2,7";"2,7";"31,1";"34,9";"23,9";"35,9";"39,5";"27,3";"30,5";"37,8";"20,8";"52,7";"33,3";"61,4";"60,2";"54,1";"55,4";"37,5";"57,3";"42,9";"54,8";"4,1";"16,2";"16,7";"15,9";"7,1";"8,9";"6,5";"6,2";"53,2";"53,2";"50,0";"50,0";"17,1";"26,5";"6,0";".";".";".";"1,4";".";".";"0,0";".";".";".";".";"7,2";"7,2";"."
"Onderwijs|Voortgezet onderwijs|Voortgezet onderwijs totaal|Afstand tot school";"km";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"Onderwijs|Voortgezet onderwijs|Voortgezet onderwijs totaal|Aantal scholen|Binnen 3 km";"aantal";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"Onderwijs|Voortgezet onderwijs|Voortgezet onderwijs totaal|Aantal scholen|Binnen 5 km";"aantal";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"Onderwijs|Voortgezet onderwijs|Voortgezet onderwijs totaal|Aantal scholen|Binnen 10 km";"aantal";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"Onderwijs|Voortgezet onderwijs|Vmbo|Afstand tot school";"km";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"Onderwijs|Voortgezet onderwijs|Vmbo|Aantal scholen|Binnen 3  km";"aantal";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
