woon_corop,woon_name,werk_corop,werk_name,jobs
CR18,Kop van Noord-Holland (CR),CR32,Overig Zeeland (CR),0.1
CR18,Kop van Noord-Holland (CR),CR33,West-Noord-Brabant (CR),0.3
CR18,Kop van Noord-Holland (CR),CR34,Midden-Noord-Brabant (CR),0.2
CR18,Kop van Noord-Holland (CR),CR35,Noordoost-Noord-Brabant (CR),0.2
CR18,Kop van Noord-Holland (CR),CR36,Zuidoost-Noord-Brabant (CR),0.2
CR18,Kop van Noord-Holland (CR),CR37,Noord-Limburg (CR),0.0
CR18,Kop van Noord-Holland (CR),CR38,Midden-Limburg (CR),0.1
CR18,Kop van Noord-Holland (CR),CR39,Zuid-Limburg (CR),0.1
CR18,Kop van Noord-Holland (CR),CR40,Flevoland (CR),0.8
CR19,Alkmaar en omgeving (CR),CR01,Oost-Groningen (CR),0.0
CR19,Alkmaar en omgeving (CR),CR02,Delfzijl en omgeving (CR),0.0
CR19,Alkmaar en omgeving (CR),CR03,Overig Groningen (CR),0.1
CR19,Alkmaar en omgeving (CR),CR04,Noord-Friesland (CR),0.0
CR19,Alkmaar en omgeving (CR),CR05,Zuidwest-Friesland (CR),0.1
CR19,Alkmaar en omgeving (CR),CR06,Zuidoost-Friesland (CR),0.0
CR19,Alkmaar en omgeving (CR),CR07,Noord-Drenthe (CR),0.0
CR19,Alkmaar en omgeving (CR),CR08,Zuidoost-Drenthe (CR),0.0
CR19,Alkmaar en omgeving (CR),CR09,Zuidwest-Drenthe (CR),0.1
CR19,Alkmaar en omgeving (CR),CR10,Noord-Overijssel (CR),0.1
CR19,Alkmaar en omgeving (CR),CR11,Zuidwest-Overijssel (CR),0.0
CR19,Alkmaar en omgeving (CR),CR12,Twente (CR),0.1
CR19,Alkmaar en omgeving (CR),CR13,Veluwe (CR),0.2
CR19,Alkmaar en omgeving (CR),CR14,Achterhoek (CR),0.0
CR19,Alkmaar en omgeving (CR),CR15,Arnhem/Nijmegen (CR),0.1
CR19,Alkmaar en omgeving (CR),CR16,Zuidwest-Gelderland (CR),0.1
CR19,Alkmaar en omgeving (CR),CR17,Utrecht (CR),1.7
CR19,Alkmaar en omgeving (CR),CR18,Kop van Noord-Holland (CR),10.5
CR19,Alkmaar en omgeving (CR),CR19,Alkmaar en omgeving (CR),58.6
CR19,Alkmaar en omgeving (CR),CR20,IJmond (CR),8.5
CR19,Alkmaar en omgeving (CR),CR21,Agglomeratie Haarlem (CR),4.4
CR19,Alkmaar en omgeving (CR),CR22,Zaanstreek (CR),4.3
CR19,Alkmaar en omgeving (CR),CR23,Groot-Amsterdam (CR),23.0
CR19,Alkmaar en omgeving (CR),CR24,Het Gooi en Vechtstreek (CR),0.7
CR19,Alkmaar en omgeving (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),0.4
CR19,Alkmaar en omgeving (CR),CR26,Agglomeratie 's-Gravenhage (CR),0.6
CR19,Alkmaar en omgeving (CR),CR27,Delft en Westland (CR),0.1
CR19,Alkmaar en omgeving (CR),CR28,Oost-Zuid-Holland (CR),0.1
CR19,Alkmaar en omgeving (CR),CR29,Groot-Rijnmond (CR),0.5
CR19,Alkmaar en omgeving (CR),CR30,Zuidoost-Zuid-Holland (CR),0.2
CR19,Alkmaar en omgeving (CR),CR31,Zeeuwsch-Vlaanderen (CR),0.0
CR19,Alkmaar en omgeving (CR),CR32,Overig Zeeland (CR),0.0
CR19,Alkmaar en omgeving (CR),CR33,West-Noord-Brabant (CR),0.2
CR19,Alkmaar en omgeving (CR),CR34,Midden-Noord-Brabant (CR),0.2
CR19,Alkmaar en omgeving (CR),CR35,Noordoost-Noord-Brabant (CR),0.1
CR19,Alkmaar en omgeving (CR),CR36,Zuidoost-Noord-Brabant (CR),0.2
CR19,Alkmaar en omgeving (CR),CR37,Noord-Limburg (CR),0.0
CR19,Alkmaar en omgeving (CR),CR38,Midden-Limburg (CR),0.0
CR19,Alkmaar en omgeving (CR),CR39,Zuid-Limburg (CR),0.1
CR19,Alkmaar en omgeving (CR),CR40,Flevoland (CR),0.3
CR20,IJmond (CR),CR01,Oost-Groningen (CR),0.0
CR20,IJmond (CR),CR02,Delfzijl en omgeving (CR),0.0
CR20,IJmond (CR),CR03,Overig Groningen (CR),0.0
CR20,IJmond (CR),CR04,Noord-Friesland (CR),0.0
CR20,IJmond (CR),CR05,Zuidwest-Friesland (CR),0.0
CR20,IJmond (CR),CR06,Zuidoost-Friesland (CR),0.0
CR20,IJmond (CR),CR07,Noord-Drenthe (CR),0.0
CR20,IJmond (CR),CR08,Zuidoost-Drenthe (CR),0.0
CR20,IJmond (CR),CR09,Zuidwest-Drenthe (CR),0.0
CR20,IJmond (CR),CR10,Noord-Overijssel (CR),0.1
CR20,IJmond (CR),CR11,Zuidwest-Overijssel (CR),0.0
CR20,IJmond (CR),CR12,Twente (CR),0.0
CR20,IJmond (CR),CR13,Veluwe (CR),0.2
CR20,IJmond (CR),CR14,Achterhoek (CR),0.1
CR20,IJmond (CR),CR15,Arnhem/Nijmegen (CR),0.1
CR20,IJmond (CR),CR16,Zuidwest-Gelderland (CR),0.1
CR20,IJmond (CR),CR17,Utrecht (CR),2.0
CR20,IJmond (CR),CR18,Kop van Noord-Holland (CR),1.9
CR20,IJmond (CR),CR19,Alkmaar en omgeving (CR),5.9
CR20,IJmond (CR),CR20,IJmond (CR),40.2
CR20,IJmond (CR),CR21,Agglomeratie Haarlem (CR),11.4
CR20,IJmond (CR),CR22,Zaanstreek (CR),4.3
CR20,IJmond (CR),CR23,Groot-Amsterdam (CR),24.5
CR20,IJmond (CR),CR24,Het Gooi en Vechtstreek (CR),0.5
CR20,IJmond (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),0.9
CR20,IJmond (CR),CR26,Agglomeratie 's-Gravenhage (CR),0.7
CR20,IJmond (CR),CR27,Delft en Westland (CR),0.1
CR20,IJmond (CR),CR28,Oost-Zuid-Holland (CR),0.2
CR20,IJmond (CR),CR29,Groot-Rijnmond (CR),0.7
CR20,IJmond (CR),CR30,Zuidoost-Zuid-Holland (CR),0.2
CR20,IJmond (CR),CR31,Zeeuwsch-Vlaanderen (CR),0.0
CR20,IJmond (CR),CR32,Overig Zeeland (CR),0.0
CR20,IJmond (CR),CR33,West-Noord-Brabant (CR),0.2
CR20,IJmond (CR),CR34,Midden-Noord-Brabant (CR),0.2
CR20,IJmond (CR),CR35,Noordoost-Noord-Brabant (CR),0.2
CR20,IJmond (CR),CR36,Zuidoost-Noord-Brabant (CR),0.1
CR20,IJmond (CR),CR37,Noord-Limburg (CR),0.0
CR20,IJmond (CR),CR38,Midden-Limburg (CR),0.0
CR20,IJmond (CR),CR39,Zuid-Limburg (CR),0.1
CR20,IJmond (CR),CR40,Flevoland (CR),0.3
CR21,Agglomeratie Haarlem (CR),CR01,Oost-Groningen (CR),0.0
CR21,Agglomeratie Haarlem (CR),CR02,Delfzijl en omgeving (CR),0.0
CR21,Agglomeratie Haarlem (CR),CR03,Overig Groningen (CR),0.1
CR21,Agglomeratie Haarlem (CR),CR04,Noord-Friesland (CR),0.0
CR21,Agglomeratie Haarlem (CR),CR05,Zuidwest-Friesland (CR),0.0
CR21,Agglomeratie Haarlem (CR),CR06,Zuidoost-Friesland (CR),0.0
CR21,Agglomeratie Haarlem (CR),CR07,Noord-Drenthe (CR),0.0
CR21,Agglomeratie Haarlem (CR),CR08,Zuidoost-Drenthe (CR),0.0
CR21,Agglomeratie Haarlem (CR),CR09,Zuidwest-Drenthe (CR),0.0
CR21,Agglomeratie Haarlem (CR),CR10,Noord-Overijssel (CR),0.1
CR21,Agglomeratie Haarlem (CR),CR11,Zuidwest-Overijssel (CR),0.0
CR21,Agglomeratie Haarlem (CR),CR12,Twente (CR),0.1
CR21,Agglomeratie Haarlem (CR),CR13,Veluwe (CR),0.2
CR21,Agglomeratie Haarlem (CR),CR14,Achterhoek (CR),0.0
CR21,Agglomeratie Haarlem (CR),CR15,Arnhem/Nijmegen (CR),0.2
CR21,Agglomeratie Haarlem (CR),CR16,Zuidwest-Gelderland (CR),0.1
CR21,Agglomeratie Haarlem (CR),CR17,Utrecht (CR),3.3
CR21,Agglomeratie Haarlem (CR),CR18,Kop van Noord-Holland (CR),0.9
CR21,Agglomeratie Haarlem (CR),CR19,Alkmaar en omgeving (CR),1.0
CR21,Agglomeratie Haarlem (CR),CR20,IJmond (CR),4.8
CR21,Agglomeratie Haarlem (CR),CR21,Agglomeratie Haarlem (CR),38.1
CR21,Agglomeratie Haarlem (CR),CR22,Zaanstreek (CR),2.0
CR21,Agglomeratie Haarlem (CR),CR23,Groot-Amsterdam (CR),41.4
CR21,Agglomeratie Haarlem (CR),CR24,Het Gooi en Vechtstreek (CR),1.0
CR21,Agglomeratie Haarlem (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),2.6
CR21,Agglomeratie Haarlem (CR),CR26,Agglomeratie 's-Gravenhage (CR),2.0
CR21,Agglomeratie Haarlem (CR),CR27,Delft en Westland (CR),0.4
CR21,Agglomeratie Haarlem (CR),CR28,Oost-Zuid-Holland (CR),0.3
CR21,Agglomeratie Haarlem (CR),CR29,Groot-Rijnmond (CR),1.2
CR21,Agglomeratie Haarlem (CR),CR30,Zuidoost-Zuid-Holland (CR),0.2
CR21,Agglomeratie Haarlem (CR),CR31,Zeeuwsch-Vlaanderen (CR),0.0
CR21,Agglomeratie Haarlem (CR),CR32,Overig Zeeland (CR),0.0
CR21,Agglomeratie Haarlem (CR),CR33,West-Noord-Brabant (CR),0.1
CR21,Agglomeratie Haarlem (CR),CR34,Midden-Noord-Brabant (CR),0.3
CR21,Agglomeratie Haarlem (CR),CR35,Noordoost-Noord-Brabant (CR),0.3
CR21,Agglomeratie Haarlem (CR),CR36,Zuidoost-Noord-Brabant (CR),0.3
CR21,Agglomeratie Haarlem (CR),CR37,Noord-Limburg (CR),0.0
CR21,Agglomeratie Haarlem (CR),CR38,Midden-Limburg (CR),0.0
CR21,Agglomeratie Haarlem (CR),CR39,Zuid-Limburg (CR),0.1
CR21,Agglomeratie Haarlem (CR),CR40,Flevoland (CR),0.3
CR22,Zaanstreek (CR),CR01,Oost-Groningen (CR),0.0
CR22,Zaanstreek (CR),CR02,Delfzijl en omgeving (CR),0.0
CR22,Zaanstreek (CR),CR03,Overig Groningen (CR),0.1
CR22,Zaanstreek (CR),CR04,Noord-Friesland (CR),0.0
CR22,Zaanstreek (CR),CR05,Zuidwest-Friesland (CR),0.0
CR22,Zaanstreek (CR),CR06,Zuidoost-Friesland (CR),0.0
CR22,Zaanstreek (CR),CR07,Noord-Drenthe (CR),0.0
CR22,Zaanstreek (CR),CR08,Zuidoost-Drenthe (CR),0.0
CR22,Zaanstreek (CR),CR09,Zuidwest-Drenthe (CR),0.0
CR22,Zaanstreek (CR),CR10,Noord-Overijssel (CR),0.1
CR22,Zaanstreek (CR),CR11,Zuidwest-Overijssel (CR),0.0
CR22,Zaanstreek (CR),CR12,Twente (CR),0.1
CR22,Zaanstreek (CR),CR13,Veluwe (CR),0.2
CR22,Zaanstreek (CR),CR14,Achterhoek (CR),0.0
CR22,Zaanstreek (CR),CR15,Arnhem/Nijmegen (CR),0.1
CR22,Zaanstreek (CR),CR16,Zuidwest-Gelderland (CR),0.0
CR22,Zaanstreek (CR),CR17,Utrecht (CR),2.3
CR22,Zaanstreek (CR),CR18,Kop van Noord-Holland (CR),1.4
CR22,Zaanstreek (CR),CR19,Alkmaar en omgeving (CR),2.0
CR22,Zaanstreek (CR),CR20,IJmond (CR),3.8
CR22,Zaanstreek (CR),CR21,Agglomeratie Haarlem (CR),1.7
CR22,Zaanstreek (CR),CR22,Zaanstreek (CR),29.5
CR22,Zaanstreek (CR),CR23,Groot-Amsterdam (CR),34.8
CR22,Zaanstreek (CR),CR24,Het Gooi en Vechtstreek (CR),0.8
CR22,Zaanstreek (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),0.4
CR22,Zaanstreek (CR),CR26,Agglomeratie 's-Gravenhage (CR),0.6
CR22,Zaanstreek (CR),CR27,Delft en Westland (CR),0.1
CR22,Zaanstreek (CR),CR28,Oost-Zuid-Holland (CR),0.2
CR22,Zaanstreek (CR),CR29,Groot-Rijnmond (CR),0.5
CR22,Zaanstreek (CR),CR30,Zuidoost-Zuid-Holland (CR),0.2
CR22,Zaanstreek (CR),CR31,Zeeuwsch-Vlaanderen (CR),0.0
CR22,Zaanstreek (CR),CR32,Overig Zeeland (CR),0.0
CR22,Zaanstreek (CR),CR33,West-Noord-Brabant (CR),0.1
CR22,Zaanstreek (CR),CR34,Midden-Noord-Brabant (CR),0.1
CR22,Zaanstreek (CR),CR35,Noordoost-Noord-Brabant (CR),0.1
CR22,Zaanstreek (CR),CR36,Zuidoost-Noord-Brabant (CR),0.1
CR22,Zaanstreek (CR),CR37,Noord-Limburg (CR),0.0
CR22,Zaanstreek (CR),CR38,Midden-Limburg (CR),0.0
CR22,Zaanstreek (CR),CR39,Zuid-Limburg (CR),0.0
CR22,Zaanstreek (CR),CR40,Flevoland (CR),0.4
CR23,Groot-Amsterdam (CR),CR01,Oost-Groningen (CR),0.0
CR23,Groot-Amsterdam (CR),CR02,Delfzijl en omgeving (CR),0.1
CR23,Groot-Amsterdam (CR),CR03,Overig Groningen (CR),0.6
CR23,Groot-Amsterdam (CR),CR04,Noord-Friesland (CR),0.2
CR23,Groot-Amsterdam (CR),CR05,Zuidwest-Friesland (CR),0.1
CR23,Groot-Amsterdam (CR),CR06,Zuidoost-Friesland (CR),0.2
CR23,Groot-Amsterdam (CR),CR07,Noord-Drenthe (CR),0.3
CR23,Groot-Amsterdam (CR),CR08,Zuidoost-Drenthe (CR),0.2
CR23,Groot-Amsterdam (CR),CR09,Zuidwest-Drenthe (CR),0.2
CR23,Groot-Amsterdam (CR),CR10,Noord-Overijssel (CR),0.6
CR23,Groot-Amsterdam (CR),CR11,Zuidwest-Overijssel (CR),0.2
CR23,Groot-Amsterdam (CR),CR12,Twente (CR),0.6
CR23,Groot-Amsterdam (CR),CR13,Veluwe (CR),1.8
CR23,Groot-Amsterdam (CR),CR14,Achterhoek (CR),0.3
CR23,Groot-Amsterdam (CR),CR15,Arnhem/Nijmegen (CR),2.0
CR23,Groot-Amsterdam (CR),CR16,Zuidwest-Gelderland (CR),0.7
CR23,Groot-Amsterdam (CR),CR17,Utrecht (CR),34.9
CR23,Groot-Amsterdam (CR),CR18,Kop van Noord-Holland (CR),7.6
CR23,Groot-Amsterdam (CR),CR19,Alkmaar en omgeving (CR),6.3
CR23,Groot-Amsterdam (CR),CR20,IJmond (CR),5.5
CR23,Groot-Amsterdam (CR),CR21,Agglomeratie Haarlem (CR),14.2
CR23,Groot-Amsterdam (CR),CR22,Zaanstreek (CR),12.9
CR23,Groot-Amsterdam (CR),CR23,Groot-Amsterdam (CR),500.5
CR23,Groot-Amsterdam (CR),CR24,Het Gooi en Vechtstreek (CR),13.0
CR23,Groot-Amsterdam (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),8.7
CR23,Groot-Amsterdam (CR),CR26,Agglomeratie 's-Gravenhage (CR),9.4
CR23,Groot-Amsterdam (CR),CR27,Delft en Westland (CR),1.6
CR23,Groot-Amsterdam (CR),CR28,Oost-Zuid-Holland (CR),2.5
CR23,Groot-Amsterdam (CR),CR29,Groot-Rijnmond (CR),7.9
CR23,Groot-Amsterdam (CR),CR30,Zuidoost-Zuid-Holland (CR),1.2
CR23,Groot-Amsterdam (CR),CR31,Zeeuwsch-Vlaanderen (CR),0.0
CR23,Groot-Amsterdam (CR),CR32,Overig Zeeland (CR),0.2
CR23,Groot-Amsterdam (CR),CR33,West-Noord-Brabant (CR),1.3
CR23,Groot-Amsterdam (CR),CR34,Midden-Noord-Brabant (CR),1.7
CR23,Groot-Amsterdam (CR),CR35,Noordoost-Noord-Brabant (CR),1.5
CR23,Groot-Amsterdam (CR),CR36,Zuidoost-Noord-Brabant (CR),2.6
CR23,Groot-Amsterdam (CR),CR37,Noord-Limburg (CR),0.2
CR23,Groot-Amsterdam (CR),CR38,Midden-Limburg (CR),0.2
CR23,Groot-Amsterdam (CR),CR39,Zuid-Limburg (CR),0.6
CR23,Groot-Amsterdam (CR),CR40,Flevoland (CR),4.6
CR24,Het Gooi en Vechtstreek (CR),CR01,Oost-Groningen (CR),0.0
CR24,Het Gooi en Vechtstreek (CR),CR02,Delfzijl en omgeving (CR),0.0
CR24,Het Gooi en Vechtstreek (CR),CR03,Overig Groningen (CR),0.1
CR24,Het Gooi en Vechtstreek (CR),CR04,Noord-Friesland (CR),0.0
CR24,Het Gooi en Vechtstreek (CR),CR05,Zuidwest-Friesland (CR),0.0
CR24,Het Gooi en Vechtstreek (CR),CR06,Zuidoost-Friesland (CR),0.0
CR24,Het Gooi en Vechtstreek (CR),CR07,Noord-Drenthe (CR),0.0
CR24,Het Gooi en Vechtstreek (CR),CR08,Zuidoost-Drenthe (CR),0.0
CR24,Het Gooi en Vechtstreek (CR),CR09,Zuidwest-Drenthe (CR),0.1
CR24,Het Gooi en Vechtstreek (CR),CR10,Noord-Overijssel (CR),0.2
CR24,Het Gooi en Vechtstreek (CR),CR11,Zuidwest-Overijssel (CR),0.1
CR24,Het Gooi en Vechtstreek (CR),CR12,Twente (CR),0.2
CR24,Het Gooi en Vechtstreek (CR),CR13,Veluwe (CR),1.7
CR24,Het Gooi en Vechtstreek (CR),CR14,Achterhoek (CR),0.2
CR24,Het Gooi en Vechtstreek (CR),CR15,Arnhem/Nijmegen (CR),0.5
CR24,Het Gooi en Vechtstreek (CR),CR16,Zuidwest-Gelderland (CR),0.2
CR24,Het Gooi en Vechtstreek (CR),CR17,Utrecht (CR),17.6
CR24,Het Gooi en Vechtstreek (CR),CR18,Kop van Noord-Holland (CR),0.5
CR24,Het Gooi en Vechtstreek (CR),CR19,Alkmaar en omgeving (CR),0.4
CR24,Het Gooi en Vechtstreek (CR),CR20,IJmond (CR),0.2
CR24,Het Gooi en Vechtstreek (CR),CR21,Agglomeratie Haarlem (CR),0.6
CR24,Het Gooi en Vechtstreek (CR),CR22,Zaanstreek (CR),0.5
CR24,Het Gooi en Vechtstreek (CR),CR23,Groot-Amsterdam (CR),29.5
CR24,Het Gooi en Vechtstreek (CR),CR24,Het Gooi en Vechtstreek (CR),50.5
CR24,Het Gooi en Vechtstreek (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),0.5
CR24,Het Gooi en Vechtstreek (CR),CR26,Agglomeratie 's-Gravenhage (CR),1.1
CR24,Het Gooi en Vechtstreek (CR),CR27,Delft en Westland (CR),0.2
CR24,Het Gooi en Vechtstreek (CR),CR28,Oost-Zuid-Holland (CR),0.6
CR24,Het Gooi en Vechtstreek (CR),CR29,Groot-Rijnmond (CR),0.9
CR24,Het Gooi en Vechtstreek (CR),CR30,Zuidoost-Zuid-Holland (CR),0.3
CR24,Het Gooi en Vechtstreek (CR),CR31,Zeeuwsch-Vlaanderen (CR),0.0
CR24,Het Gooi en Vechtstreek (CR),CR32,Overig Zeeland (CR),0.0
CR24,Het Gooi en Vechtstreek (CR),CR33,West-Noord-Brabant (CR),0.3
CR24,Het Gooi en Vechtstreek (CR),CR34,Midden-Noord-Brabant (CR),0.2
CR24,Het Gooi en Vechtstreek (CR),CR35,Noordoost-Noord-Brabant (CR),0.3
CR24,Het Gooi en Vechtstreek (CR),CR36,Zuidoost-Noord-Brabant (CR),0.4
CR24,Het Gooi en Vechtstreek (CR),CR37,Noord-Limburg (CR),0.0
CR24,Het Gooi en Vechtstreek (CR),CR38,Midden-Limburg (CR),0.0
CR24,Het Gooi en Vechtstreek (CR),CR39,Zuid-Limburg (CR),0.1
CR24,Het Gooi en Vechtstreek (CR),CR40,Flevoland (CR),3.5
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR01,Oost-Groningen (CR),0.0
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR02,Delfzijl en omgeving (CR),0.0
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR03,Overig Groningen (CR),0.1
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR04,Noord-Friesland (CR),0.1
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR05,Zuidwest-Friesland (CR),0.0
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR06,Zuidoost-Friesland (CR),0.0
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR07,Noord-Drenthe (CR),0.1
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR08,Zuidoost-Drenthe (CR),0.0
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR09,Zuidwest-Drenthe (CR),0.1
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR10,Noord-Overijssel (CR),0.1
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR11,Zuidwest-Overijssel (CR),0.0
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR12,Twente (CR),0.1
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR13,Veluwe (CR),0.5
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR14,Achterhoek (CR),0.1
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR15,Arnhem/Nijmegen (CR),0.4
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR16,Zuidwest-Gelderland (CR),0.2
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR17,Utrecht (CR),13.2
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR18,Kop van Noord-Holland (CR),0.3
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR19,Alkmaar en omgeving (CR),0.4
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR20,IJmond (CR),0.8
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR21,Agglomeratie Haarlem (CR),3.4
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR22,Zaanstreek (CR),0.3
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR23,Groot-Amsterdam (CR),28.0
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR24,Het Gooi en Vechtstreek (CR),0.7
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),110.8
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR26,Agglomeratie 's-Gravenhage (CR),27.7
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR27,Delft en Westland (CR),3.5
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR28,Oost-Zuid-Holland (CR),6.0
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR29,Groot-Rijnmond (CR),7.9
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR30,Zuidoost-Zuid-Holland (CR),1.2
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR31,Zeeuwsch-Vlaanderen (CR),0.0
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR32,Overig Zeeland (CR),0.2
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR33,West-Noord-Brabant (CR),0.7
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR34,Midden-Noord-Brabant (CR),1.1
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR35,Noordoost-Noord-Brabant (CR),1.0
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR36,Zuidoost-Noord-Brabant (CR),0.4
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR37,Noord-Limburg (CR),0.0
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR38,Midden-Limburg (CR),0.0
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR39,Zuid-Limburg (CR),0.1
CR25,Agglomeratie Leiden en Bollenstreek (CR),CR40,Flevoland (CR),0.4
CR26,Agglomeratie 's-Gravenhage (CR),CR01,Oost-Groningen (CR),0.0
CR26,Agglomeratie 's-Gravenhage (CR),CR02,Delfzijl en omgeving (CR),0.0
CR26,Agglomeratie 's-Gravenhage (CR),CR03,Overig Groningen (CR),0.3
CR26,Agglomeratie 's-Gravenhage (CR),CR04,Noord-Friesland (CR),0.2
CR26,Agglomeratie 's-Gravenhage (CR),CR05,Zuidwest-Friesland (CR),0.0
CR26,Agglomeratie 's-Gravenhage (CR),CR06,Zuidoost-Friesland (CR),0.1
CR26,Agglomeratie 's-Gravenhage (CR),CR07,Noord-Drenthe (CR),0.0
CR26,Agglomeratie 's-Gravenhage (CR),CR08,Zuidoost-Drenthe (CR),0.0
CR26,Agglomeratie 's-Gravenhage (CR),CR09,Zuidwest-Drenthe (CR),0.2
CR26,Agglomeratie 's-Gravenhage (CR),CR10,Noord-Overijssel (CR),0.2
CR26,Agglomeratie 's-Gravenhage (CR),CR11,Zuidwest-Overijssel (CR),0.1
CR26,Agglomeratie 's-Gravenhage (CR),CR12,Twente (CR),0.2
CR26,Agglomeratie 's-Gravenhage (CR),CR13,Veluwe (CR),0.9
CR26,Agglomeratie 's-Gravenhage (CR),CR14,Achterhoek (CR),0.2
CR26,Agglomeratie 's-Gravenhage (CR),CR15,Arnhem/Nijmegen (CR),0.7
CR26,Agglomeratie 's-Gravenhage (CR),CR16,Zuidwest-Gelderland (CR),0.3
CR26,Agglomeratie 's-Gravenhage (CR),CR17,Utrecht (CR),24.2
CR26,Agglomeratie 's-Gravenhage (CR),CR18,Kop van Noord-Holland (CR),0.2
CR26,Agglomeratie 's-Gravenhage (CR),CR19,Alkmaar en omgeving (CR),0.3
CR26,Agglomeratie 's-Gravenhage (CR),CR20,IJmond (CR),0.3
CR26,Agglomeratie 's-Gravenhage (CR),CR21,Agglomeratie Haarlem (CR),0.7
CR26,Agglomeratie 's-Gravenhage (CR),CR22,Zaanstreek (CR),0.2
CR26,Agglomeratie 's-Gravenhage (CR),CR23,Groot-Amsterdam (CR),21.6
CR26,Agglomeratie 's-Gravenhage (CR),CR24,Het Gooi en Vechtstreek (CR),0.8
CR26,Agglomeratie 's-Gravenhage (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),16.0
CR26,Agglomeratie 's-Gravenhage (CR),CR26,Agglomeratie 's-Gravenhage (CR),219.2
CR26,Agglomeratie 's-Gravenhage (CR),CR27,Delft en Westland (CR),28.1
CR26,Agglomeratie 's-Gravenhage (CR),CR28,Oost-Zuid-Holland (CR),6.6
CR26,Agglomeratie 's-Gravenhage (CR),CR29,Groot-Rijnmond (CR),40.2
CR26,Agglomeratie 's-Gravenhage (CR),CR30,Zuidoost-Zuid-Holland (CR),2.9
CR26,Agglomeratie 's-Gravenhage (CR),CR31,Zeeuwsch-Vlaanderen (CR),0.2
CR26,Agglomeratie 's-Gravenhage (CR),CR32,Overig Zeeland (CR),0.6
CR26,Agglomeratie 's-Gravenhage (CR),CR33,West-Noord-Brabant (CR),2.5
CR26,Agglomeratie 's-Gravenhage (CR),CR34,Midden-Noord-Brabant (CR),1.5
CR26,Agglomeratie 's-Gravenhage (CR),CR35,Noordoost-Noord-Brabant (CR),1.2
CR26,Agglomeratie 's-Gravenhage (CR),CR36,Zuidoost-Noord-Brabant (CR),1.1
CR26,Agglomeratie 's-Gravenhage (CR),CR37,Noord-Limburg (CR),0.1
CR26,Agglomeratie 's-Gravenhage (CR),CR38,Midden-Limburg (CR),0.3
CR26,Agglomeratie 's-Gravenhage (CR),CR39,Zuid-Limburg (CR),0.4
CR26,Agglomeratie 's-Gravenhage (CR),CR40,Flevoland (CR),0.5
CR27,Delft en Westland (CR),CR01,Oost-Groningen (CR),0.0
CR27,Delft en Westland (CR),CR02,Delfzijl en omgeving (CR),0.0
CR27,Delft en Westland (CR),CR03,Overig Groningen (CR),0.0
CR27,Delft en Westland (CR),CR04,Noord-Friesland (CR),0.0
CR27,Delft en Westland (CR),CR05,Zuidwest-Friesland (CR),0.0
CR27,Delft en Westland (CR),CR06,Zuidoost-Friesland (CR),0.0
