"Populatie";"Geslacht";"Persoonskenmerken";"Vervoerwijzen";"Marges";"Perioden";"Regio's";"Gemiddeld per persoon per dag /Verplaatsingen  (aantal)";"Gemiddeld per persoon per dag /Afstand  (reizigerskilometers)";"Gemiddeld per persoon per dag /Reisduur (minuten)"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,33;8,41;10,52
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Trein";"Waarde";"2018";"Nederland";0,41;19,05;31,22
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Trein";"Waarde";"2019";"Nederland";0,43;19,37;31,84
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Trein";"Waarde";"2020";"Nederland";0,18;8,64;14,14
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Trein";"Waarde";"2021";"Nederland";0,23;10,35;18,3
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Trein";"Waarde";"2022";"Nederland";0,3;13,47;23,79
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Trein";"Waarde";"2023";"Nederland";0,36;15,66;28,19
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Trein";"Waarde";"2024*";"Nederland";0,34;15,45;26,76
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Fiets";"Waarde";"2018";"Nederland";0,72;2,85;12,47
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Fiets";"Waarde";"2019";"Nederland";0,74;2,96;13,24
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Fiets";"Waarde";"2020";"Nederland";0,64;2,31;11,8
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Fiets";"Waarde";"2021";"Nederland";0,6;2,31;11,65
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Fiets";"Waarde";"2022";"Nederland";0,7;2,6;13,44
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Fiets";"Waarde";"2023";"Nederland";0,68;2,65;12,03
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Fiets";"Waarde";"2024*";"Nederland";0,71;2,87;12,73
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Totaal";"Waarde";"2018";"Nederland";3,28;36,22;81,59
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Totaal";"Waarde";"2019";"Nederland";2,97;33,35;72,41
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Totaal";"Waarde";"2020";"Nederland";2,73;33,85;72,25
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Totaal";"Waarde";"2021";"Nederland";2,64;28,04;69,57
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Totaal";"Waarde";"2022";"Nederland";3,11;30,47;77,93
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Totaal";"Waarde";"2023";"Nederland";3,32;29,97;72,47
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Totaal";"Waarde";"2024*";"Nederland";3,36;44,79;89,02
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Trein";"Waarde";"2018";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Trein";"Waarde";"2019";"Nederland";0,18;;19,55
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Trein";"Waarde";"2020";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Trein";"Waarde";"2021";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Trein";"Waarde";"2022";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Trein";"Waarde";"2023";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Trein";"Waarde";"2024*";"Nederland";0,23;20,36;25,77
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Fiets";"Waarde";"2018";"Nederland";2,03;5,88;30,47
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Fiets";"Waarde";"2019";"Nederland";1,96;5,02;25,94
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Fiets";"Waarde";"2020";"Nederland";1,31;4,08;21,34
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Fiets";"Waarde";"2021";"Nederland";1,41;3,94;20,56
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Fiets";"Waarde";"2022";"Nederland";1,72;4,32;24,12
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Fiets";"Waarde";"2023";"Nederland";1,77;5,1;28,31
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekendabonnement";"Fiets";"Waarde";"2024*";"Nederland";1,7;5,52;25,98
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Totaal";"Waarde";"2018";"Nederland";2,78;35,72;73,68
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Totaal";"Waarde";"2019";"Nederland";2,71;35,56;73,54
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Totaal";"Waarde";"2020";"Nederland";2,36;24,76;61,9
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Totaal";"Waarde";"2021";"Nederland";2,51;26,99;69,43
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Totaal";"Waarde";"2022";"Nederland";2,7;29,86;72,02
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Totaal";"Waarde";"2023";"Nederland";2,72;31,59;72,82
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Totaal";"Waarde";"2024*";"Nederland";2,71;31,84;73,5
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";0,98;18,68;25,15
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";0,97;18,54;25,15
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";0,83;13,47;19,08
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";0,84;14,42;20,46
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";0,89;15,52;21,96
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";0,93;16,51;23,23
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";0,92;16,69;23,55
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,32;6,62;9,2
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,31;6,66;9,35
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";0,24;4,33;6,58
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";0,26;5,04;7,71
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";0,28;5,45;8,08
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";0,3;5,99;8,68
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,29;5,83;8,65
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Trein";"Waarde";"2018";"Nederland";0,06;3,16;4,92
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Trein";"Waarde";"2019";"Nederland";0,07;3,35;5,19
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Trein";"Waarde";"2020";"Nederland";0,03;1,24;1,95
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Trein";"Waarde";"2021";"Nederland";0,02;1,2;1,95
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Trein";"Waarde";"2022";"Nederland";0,04;2,04;3,22
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Trein";"Waarde";"2023";"Nederland";0,05;2,67;4,23
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Trein";"Waarde";"2024*";"Nederland";0,05;2,7;4,31
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Fiets";"Waarde";"2018";"Nederland";0,79;3,17;16,59
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Fiets";"Waarde";"2019";"Nederland";0,75;3;16,36
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Fiets";"Waarde";"2020";"Nederland";0,62;2,62;14,86
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Fiets";"Waarde";"2021";"Nederland";0,64;2,7;15,33
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Fiets";"Waarde";"2022";"Nederland";0,75;3,05;16,86
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Fiets";"Waarde";"2023";"Nederland";0,73;2,92;15,93
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: geen";"Fiets";"Waarde";"2024*";"Nederland";0,75;3,04;16,42
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Totaal";"Waarde";"2018";"Nederland";2,24;24,7;61,26
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Totaal";"Waarde";"2019";"Nederland";2,16;24,46;59,69
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Totaal";"Waarde";"2020";"Nederland";1,85;16,88;49,82
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Totaal";"Waarde";"2021";"Nederland";2,09;20,43;59,19
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Totaal";"Waarde";"2022";"Nederland";2,23;22,2;62,73
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Totaal";"Waarde";"2023";"Nederland";2,23;22,18;61,8
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Totaal";"Waarde";"2024*";"Nederland";2,18;22,02;60,14
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";0,65;9,58;15,17
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";0,63;9,56;15,36
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";0,55;7,48;12,03
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";0,58;8,47;13,44
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";0,59;8,48;13,69
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";0,65;9,44;15,22
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";0,62;8,7;14,17
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,29;5,86;8,54
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,28;5,91;8,55
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";0,21;3,29;5,54
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";0,24;4,29;7,17
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";0,26;4,81;7,57
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";0,27;5,06;7,86
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,28;5,23;8,13
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Trein";"Waarde";"2018";"Nederland";0,04;1,48;2,6
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Trein";"Waarde";"2019";"Nederland";0,03;1,62;2,76
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Trein";"Waarde";"2020";"Nederland";0,01;0,64;1,09
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Trein";"Waarde";"2021";"Nederland";0,02;0,79;1,38
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Trein";"Waarde";"2022";"Nederland";0,03;1,13;2,05
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Trein";"Waarde";"2023";"Nederland";0,03;1,09;2,18
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Trein";"Waarde";"2024*";"Nederland";0,03;1,16;2,16
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Fiets";"Waarde";"2018";"Nederland";0,66;3,01;16,32
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Fiets";"Waarde";"2019";"Nederland";0,62;2,74;15,22
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Fiets";"Waarde";"2020";"Nederland";0,53;2,53;14,5
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Fiets";"Waarde";"2021";"Nederland";0,58;2,77;15,09
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Fiets";"Waarde";"2022";"Nederland";0,66;3,2;17,76
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Fiets";"Waarde";"2023";"Nederland";0,62;2,92;15,79
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 1 Laag";"Fiets";"Waarde";"2024*";"Nederland";0,64;2,87;15,96
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Totaal";"Waarde";"2018";"Nederland";2,91;39,78;77,9
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Totaal";"Waarde";"2019";"Nederland";2,85;38,75;77,14
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Totaal";"Waarde";"2020";"Nederland";2,52;27,99;64,5
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Totaal";"Waarde";"2021";"Nederland";2,64;30,68;71,9
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Totaal";"Waarde";"2022";"Nederland";2,83;32,58;74,93
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Totaal";"Waarde";"2023";"Nederland";2,82;34,12;75,27
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Totaal";"Waarde";"2024*";"Nederland";2,77;35,64;75,34
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";1,22;21,38;29,45
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";1,22;20,38;28,97
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";1,06;15,86;23,24
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";1,06;17,01;24,63
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";1,11;17,2;25,7
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";1,14;18,33;26,96
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";1,13;19,39;27,65
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,27;5,96;8,36
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,25;5,88;8,33
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";0,2;3,92;5,81
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";0,21;4,59;6,95
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";0,23;4,83;7,02
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";0,27;5,49;7,93
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,25;5,51;7,66
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Trein";"Waarde";"2018";"Nederland";0,08;3,88;6,11
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Trein";"Waarde";"2019";"Nederland";0,08;4,17;6,67
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Trein";"Waarde";"2020";"Nederland";0,04;1,77;2,86
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Trein";"Waarde";"2021";"Nederland";0,04;1,99;3,36
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Trein";"Waarde";"2022";"Nederland";0,06;2,78;4,84
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Trein";"Waarde";"2023";"Nederland";0,07;3,11;5,34
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Trein";"Waarde";"2024*";"Nederland";0,06;2,99;5,21
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Fiets";"Waarde";"2018";"Nederland";0,68;2,83;14,1
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Fiets";"Waarde";"2019";"Nederland";0,68;2,74;14,1
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Fiets";"Waarde";"2020";"Nederland";0,55;2,38;12,57
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Fiets";"Waarde";"2021";"Nederland";0,56;2,35;12,9
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Fiets";"Waarde";"2022";"Nederland";0,65;2,67;14,01
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Fiets";"Waarde";"2023";"Nederland";0,62;2,53;13,12
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 2 Middelbaar";"Fiets";"Waarde";"2024*";"Nederland";0,63;2,75;13,91
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Totaal";"Waarde";"2018";"Nederland";3,1;48,94;88,06
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Totaal";"Waarde";"2019";"Nederland";3,02;49,23;88,7
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Totaal";"Waarde";"2020";"Nederland";2,65;32,06;71,56
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Totaal";"Waarde";"2021";"Nederland";2,72;33,11;77,23
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Totaal";"Waarde";"2022";"Nederland";2,95;38,22;81,15
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Totaal";"Waarde";"2023";"Nederland";3,01;41,07;83,19
